Date,,Temp
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.384
01/01/2018,,0.384
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.356
01/01/2018,,0.273
01/01/2018,,0.246
01/01/2018,,0.246
01/01/2018,,0.273
01/01/2018,,0.273
01/01/2018,,0.246
01/01/2018,,0.218
01/01/2018,,0.246
01/01/2018,,0.246
01/01/2018,,0.301
01/01/2018,,0.301
01/01/2018,,0.301
01/01/2018,,0.329
01/01/2018,,0.329
01/01/2018,,0.329
01/01/2018,,0.329
01/01/2018,,0.329
01/01/2018,,0.329
01/01/2018,,0.273
01/01/2018,,0.329
01/01/2018,,0.329
01/01/2018,,0.329
01/01/2018,,0.329
02/01/2018,,0.329
02/01/2018,,0.329
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.356
02/01/2018,,0.329
02/01/2018,,0.273
02/01/2018,,0.246
02/01/2018,,0.246
02/01/2018,,0.218
02/01/2018,,0.218
02/01/2018,,0.218
02/01/2018,,0.246
02/01/2018,,0.246
02/01/2018,,0.246
02/01/2018,,0.246
02/01/2018,,0.218
02/01/2018,,0.218
02/01/2018,,0.218
02/01/2018,,0.218
02/01/2018,,0.218
02/01/2018,,0.218
03/01/2018,,0.218
03/01/2018,,0.218
03/01/2018,,0.218
03/01/2018,,0.218
03/01/2018,,0.218
03/01/2018,,0.218
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.218
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.273
03/01/2018,,0.246
03/01/2018,,0.246
03/01/2018,,0.218
03/01/2018,,0.218
03/01/2018,,0.218
03/01/2018,,0.19
03/01/2018,,0.19
03/01/2018,,0.19
03/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.19
04/01/2018,,0.218
04/01/2018,,0.218
04/01/2018,,0.218
04/01/2018,,0.218
04/01/2018,,0.246
04/01/2018,,0.246
04/01/2018,,0.246
04/01/2018,,0.246
04/01/2018,,0.246
04/01/2018,,0.273
04/01/2018,,0.273
04/01/2018,,0.273
04/01/2018,,0.273
04/01/2018,,0.273
04/01/2018,,0.273
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
04/01/2018,,0.301
05/01/2018,,0.329
05/01/2018,,0.301
05/01/2018,,0.329
05/01/2018,,0.329
05/01/2018,,0.329
05/01/2018,,0.329
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.329
05/01/2018,,0.301
05/01/2018,,0.329
05/01/2018,,0.273
05/01/2018,,0.273
05/01/2018,,0.273
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.329
05/01/2018,,0.301
05/01/2018,,0.329
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.329
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
05/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.301
06/01/2018,,0.329
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.273
06/01/2018,,0.273
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.329
06/01/2018,,0.301
06/01/2018,,0.301
06/01/2018,,0.301
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.301
07/01/2018,,0.301
07/01/2018,,0.273
07/01/2018,,0.301
07/01/2018,,0.273
07/01/2018,,0.273
07/01/2018,,0.273
07/01/2018,,0.273
07/01/2018,,0.301
07/01/2018,,0.301
07/01/2018,,0.301
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.301
07/01/2018,,0.301
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
07/01/2018,,0.329
