"","Date","Max","Min"
"1","01/01/2011",0.522,0.356
"2","02/01/2011",0.495,0.412
"3","03/01/2011",0.495,0.412
"4","04/01/2011",0.467,0.412
"5","05/01/2011",0.467,0.384
"6","06/01/2011",0.467,0.301
"7","07/01/2011",1.017,0.439
"8","08/01/2011",1.044,0.907
"9","09/01/2011",0.962,0.825
"10","10/01/2011",0.852,0.742
"11","11/01/2011",0.797,0.605
"12","12/01/2011",0.687,0.577
"13","13/01/2011",0.715,0.577
"14","14/01/2011",0.715,0.577
"15","15/01/2011",0.687,0.632
"16","16/01/2011",0.687,0.55
"17","17/01/2011",0.66,0.55
"18","18/01/2011",0.632,0.356
"19","19/01/2011",0.577,0.467
"20","20/01/2011",0.55,0.356
"21","21/01/2011",0.467,0.218
"22","22/01/2011",0.495,0.301
"23","23/01/2011",0.522,0.412
"24","24/01/2011",0.522,0.439
"25","25/01/2011",0.522,0.439
"26","26/01/2011",0.495,0.412
"27","27/01/2011",0.467,0.412
"28","28/01/2011",0.495,0.412
"29","29/01/2011",0.439,0.384
"30","30/01/2011",0.439,0.356
"31","31/01/2011",0.412,0.356
"32","01/02/2011",0.467,0.329
"33","02/02/2011",0.412,0.356
"34","03/02/2011",0.412,0.329
"35","04/02/2011",0.412,0.329
"36","05/02/2011",0.412,0.329
"37","06/02/2011",0.384,0.329
"38","07/02/2011",0.384,0.301
"39","08/02/2011",0.384,0.301
"40","09/02/2011",0.356,0.301
"41","10/02/2011",0.356,0.273
"42","11/02/2011",0.329,0.273
"43","12/02/2011",0.329,0.273
"44","13/02/2011",0.329,0.273
"45","14/02/2011",0.329,0.218
"46","15/02/2011",0.329,0.273
"47","16/02/2011",0.301,0.246
"48","17/02/2011",0.273,0.246
"49","18/02/2011",0.273,0.218
"50","19/02/2011",0.273,0.19
"51","20/02/2011",0.329,0.163
"52","21/02/2011",0.329,0.218
"53","22/02/2011",0.246,0.135
"54","23/02/2011",0.246,0.163
"55","24/02/2011",0.301,0.246
"56","25/02/2011",0.301,0.218
"57","26/02/2011",0.301,0.218
"58","27/02/2011",0.273,0.19
"59","28/02/2011",0.273,0.163
"60","01/03/2011",0.218,0.135
"61","02/03/2011",0.218,0.107
"62","03/03/2011",0.218,0.163
"63","04/03/2011",0.246,0.19
"64","05/03/2011",0.218,0.163
"65","06/03/2011",0.218,0.19
"66","07/03/2011",0.218,0.19
"67","08/03/2011",0.218,0.19
"68","09/03/2011",0.218,0.163
"69","10/03/2011",0.218,0.163
"70","11/03/2011",0.19,0.135
"71","12/03/2011",0.19,0.135
"72","13/03/2011",0.19,0.163
"73","14/03/2011",0.19,0.135
"74","15/03/2011",0.19,0.135
"75","16/03/2011",0.19,0.163
"76","17/03/2011",0.19,0.107
"77","18/03/2011",0.218,0.163
"78","19/03/2011",0.218,0.135
"79","20/03/2011",0.218,0.163
"80","21/03/2011",0.218,0.163
"81","22/03/2011",0.218,0.163
"82","23/03/2011",0.19,0.135
"83","24/03/2011",0.19,0.135
"84","25/03/2011",0.19,0.135
"85","26/03/2011",0.19,0.135
"86","27/03/2011",0.218,0.135
"87","28/03/2011",0.246,0.19
"88","29/03/2011",0.246,0.19
"89","30/03/2011",0.273,0.19
"90","31/03/2011",0.356,0.19
"91","01/04/2011",0.467,0.273
"92","02/04/2011",1.099,0.412
"93","03/04/2011",1.425,1.044
"94","04/04/2011",1.913,1.48
"95","05/04/2011",1.805,0.605
"96","06/04/2011",1.344,0.495
"97","07/04/2011",1.534,0.989
"98","08/04/2011",1.805,1.289
"99","09/04/2011",2.021,1.534
"100","10/04/2011",1.994,1.398
"101","11/04/2011",1.67,1.398
"102","12/04/2011",1.615,1.017
"103","13/04/2011",1.371,1.071
"104","14/04/2011",2.155,1.235
"105","15/04/2011",2.101,1.235
"106","16/04/2011",2.128,1.507
"107","17/04/2011",3.38,2.128
"108","18/04/2011",4.037,2.637
"109","19/04/2011",4.558,2.956
"110","20/04/2011",3.958,2.877
"111","21/04/2011",5.437,2.93
"112","22/04/2011",4.324,3.617
"113","23/04/2011",4.037,3.142
"114","24/04/2011",4.844,3.538
"115","25/04/2011",4.376,3.985
"116","26/04/2011",5.257,3.775
"117","27/04/2011",5.539,3.801
"118","28/04/2011",5.693,4.246
"119","29/04/2011",6.306,4.402
"120","30/04/2011",7.945,4.688
"121","01/05/2011",7.293,5.616
"122","02/05/2011",6.051,5.231
"123","03/05/2011",5.488,4.947
"124","04/05/2011",8.095,4.48
"125","05/05/2011",7.87,5.36
"126","06/05/2011",7.494,6.357
"127","07/05/2011",6.712,5.745
"128","08/05/2011",8.643,4.844
"129","09/05/2011",10.59,6.204
"130","10/05/2011",12.389,7.945
"131","11/05/2011",10.492,8.717
"132","12/05/2011",9.632,8.394
"133","13/05/2011",10.712,7.469
"134","14/05/2011",8.742,6.839
"135","15/05/2011",6.737,5.488
"136","16/05/2011",10.907,5.385
"137","17/05/2011",11.953,7.645
"138","18/05/2011",11.734,8.693
"139","19/05/2011",10.907,9.188
"140","20/05/2011",10.687,8.593
"141","21/05/2011",10.932,8.444
"142","22/05/2011",10.443,8.767
"143","23/05/2011",12.968,7.945
"144","24/05/2011",15.318,10.907
"145","25/05/2011",15.7,10.712
"146","26/05/2011",15.366,12.606
"147","27/05/2011",13.834,12.074
"148","28/05/2011",15.581,10.516
"149","29/05/2011",15.151,11.516
"150","30/05/2011",14.697,11.929
"151","31/05/2011",13.425,9.977
"152","01/06/2011",9.731,5.05
"153","02/06/2011",5.024,4.037
"154","03/06/2011",7.142,4.089
"155","04/06/2011",7.419,6.128
"156","05/06/2011",10.271,7.116
"157","06/06/2011",9.756,8.369
"158","07/06/2011",9.064,7.745
"159","08/06/2011",7.72,7.091
"160","09/06/2011",8.469,6.585
"161","10/06/2011",8.245,7.594
"162","11/06/2011",10.492,6.864
"163","12/06/2011",12.534,8.27
"164","13/06/2011",11.807,10.296
"165","14/06/2011",13.329,9.485
"166","15/06/2011",14.649,11.053
"167","16/06/2011",13.642,12.364
"168","17/06/2011",12.992,11.443
"169","18/06/2011",12.364,10.712
"170","19/06/2011",14.864,9.558
"171","20/06/2011",16.987,11.662
"172","21/06/2011",18.366,14.098
"173","22/06/2011",16.654,14.505
"174","23/06/2011",15.247,13.425
"175","24/06/2011",16.534,12.074
"176","25/06/2011",18.771,13.57
"177","26/06/2011",21.008,15.294
"178","27/06/2011",21.604,16.534
"179","28/06/2011",21.987,17.677
"180","29/06/2011",19.413,16.368
