Date,Temp
01/01/2010,1.561
01/01/2010,1.561
01/01/2010,1.534
01/01/2010,1.507
01/01/2010,1.561
01/01/2010,1.588
01/01/2010,1.507
01/01/2010,1.48
01/01/2010,1.48
01/01/2010,1.534
01/01/2010,1.534
01/01/2010,1.588
01/01/2010,1.561
01/01/2010,1.534
01/01/2010,1.588
01/01/2010,1.507
01/01/2010,1.453
01/01/2010,1.453
01/01/2010,1.453
01/01/2010,1.453
01/01/2010,1.453
01/01/2010,1.398
01/01/2010,1.453
01/01/2010,1.453
01/01/2010,1.48
01/01/2010,1.453
01/01/2010,1.371
01/01/2010,1.48
01/01/2010,1.507
01/01/2010,1.453
01/01/2010,1.398
01/01/2010,1.425
01/01/2010,1.398
01/01/2010,1.398
01/01/2010,1.398
01/01/2010,1.425
01/01/2010,1.371
01/01/2010,1.289
01/01/2010,1.208
01/01/2010,1.18
01/01/2010,1.208
01/01/2010,1.18
01/01/2010,1.235
01/01/2010,1.208
01/01/2010,1.235
01/01/2010,1.18
01/01/2010,1.126
01/01/2010,1.153
02/01/2010,1.18
02/01/2010,1.208
02/01/2010,1.235
02/01/2010,1.235
02/01/2010,1.153
02/01/2010,1.208
02/01/2010,1.153
02/01/2010,1.18
02/01/2010,1.099
02/01/2010,1.18
02/01/2010,1.262
02/01/2010,1.153
02/01/2010,1.153
02/01/2010,1.18
02/01/2010,1.208
02/01/2010,1.289
02/01/2010,1.18
02/01/2010,1.235
02/01/2010,1.126
02/01/2010,1.099
02/01/2010,1.071
02/01/2010,1.071
02/01/2010,1.126
02/01/2010,1.071
02/01/2010,1.099
02/01/2010,1.099
02/01/2010,1.18
02/01/2010,1.18
02/01/2010,1.153
02/01/2010,1.208
02/01/2010,1.208
02/01/2010,1.208
02/01/2010,1.18
02/01/2010,1.235
02/01/2010,1.235
02/01/2010,1.262
02/01/2010,1.153
02/01/2010,1.18
02/01/2010,1.071
02/01/2010,1.099
02/01/2010,1.071
02/01/2010,1.044
02/01/2010,1.126
02/01/2010,1.099
02/01/2010,1.153
02/01/2010,1.099
02/01/2010,1.071
02/01/2010,1.099
03/01/2010,1.017
03/01/2010,1.044
03/01/2010,1.044
03/01/2010,1.017
03/01/2010,0.989
03/01/2010,1.071
03/01/2010,1.126
03/01/2010,1.126
03/01/2010,1.099
03/01/2010,1.153
03/01/2010,1.208
03/01/2010,1.153
03/01/2010,1.153
03/01/2010,1.18
03/01/2010,1.153
03/01/2010,1.017
03/01/2010,1.071
03/01/2010,1.044
03/01/2010,1.126
03/01/2010,1.099
03/01/2010,1.099
03/01/2010,1.099
03/01/2010,1.099
03/01/2010,1.044
03/01/2010,1.099
03/01/2010,1.099
03/01/2010,1.099
03/01/2010,1.071
03/01/2010,1.071
03/01/2010,0.989
03/01/2010,0.989
03/01/2010,1.017
03/01/2010,1.017
03/01/2010,1.017
03/01/2010,0.962
03/01/2010,0.989
03/01/2010,1.044
03/01/2010,0.989
03/01/2010,0.934
03/01/2010,0.962
03/01/2010,0.934
03/01/2010,0.934
03/01/2010,0.934
03/01/2010,0.962
03/01/2010,0.907
03/01/2010,0.989
03/01/2010,0.934
03/01/2010,0.962
04/01/2010,0.934
04/01/2010,0.852
04/01/2010,0.88
04/01/2010,0.852
04/01/2010,0.797
04/01/2010,0.825
04/01/2010,0.852
04/01/2010,0.88
04/01/2010,0.907
04/01/2010,0.907
04/01/2010,0.88
04/01/2010,0.852
04/01/2010,0.88
04/01/2010,0.852
04/01/2010,0.852
04/01/2010,0.907
04/01/2010,0.797
04/01/2010,0.797
04/01/2010,0.77
04/01/2010,0.742
04/01/2010,0.77
04/01/2010,0.852
04/01/2010,0.825
04/01/2010,0.852
04/01/2010,0.797
04/01/2010,0.852
04/01/2010,0.797
04/01/2010,0.715
