"","Date","Max","Min"
"1","26/07/2014",17.011,13.016
"2","27/07/2014",17.867,13.954
"3","28/07/2014",17.653,14.529
"4","29/07/2014",17.51,11.759
"5","30/07/2014",17.177,10.907
"6","31/07/2014",17.772,10.712
"7","01/08/2014",18.937,12.413
"8","02/08/2014",18.937,13.064
"9","03/08/2014",18.533,12.389
"10","04/08/2014",17.701,13.281
"11","05/08/2014",18.152,12.509
"12","06/08/2014",17.463,13.762
"13","07/08/2014",17.415,14.529
"14","08/08/2014",17.201,14.577
"15","09/08/2014",16.939,14.625
"16","10/08/2014",17.938,14.242
"17","11/08/2014",18.58,15.103
"18","12/08/2014",18.866,14.816
"19","13/08/2014",17.582,12.847
"20","14/08/2014",16.177,11.953
"21","15/08/2014",14.936,11.783
"22","16/08/2014",15.605,11.856
"23","17/08/2014",14.745,11.029
"24","18/08/2014",15.843,12.243
"25","19/08/2014",16.844,12.968
"26","20/08/2014",14.888,12.413
"27","21/08/2014",15.175,12.195
"28","22/08/2014",14.218,11.662
"29","23/08/2014",14.673,11.273
"30","24/08/2014",15.581,10.614
"31","25/08/2014",16.415,9.04
"32","26/08/2014",16.153,8.742
"33","27/08/2014",12.147,8.916
"34","28/08/2014",10.492,9.632
"35","29/08/2014",10.98,9.928
"36","30/08/2014",10.712,9.854
"37","31/08/2014",12.606,9.435
"38","01/09/2014",11.759,9.903
"39","02/09/2014",11.053,9.805
"40","03/09/2014",11.394,9.336
"41","04/09/2014",11.589,9.928
"42","05/09/2014",10.075,9.312
"43","06/09/2014",9.977,9.262
"44","07/09/2014",9.657,9.04
"45","08/09/2014",9.46,8.444
"46","09/09/2014",8.369,7.242
"47","10/09/2014",7.519,6.408
"48","11/09/2014",6.99,5.847
"49","12/09/2014",6.23,5.36
"50","13/09/2014",6.331,5.488
"51","14/09/2014",5.949,5.128
"52","15/09/2014",6.99,5.821
"53","16/09/2014",8.045,6.763
"54","17/09/2014",8.145,6.687
"55","18/09/2014",9.213,7.167
"56","19/09/2014",8.693,7.293
"57","20/09/2014",8.369,7.393
"58","21/09/2014",7.87,5.719
"59","22/09/2014",5.719,4.74
"60","23/09/2014",5.719,4.532
"61","24/09/2014",6.788,5.462
"62","25/09/2014",6.509,5.847
"63","26/09/2014",6.965,5.719
"64","27/09/2014",6.357,5.847
"65","28/09/2014",6.077,5.334
"66","29/09/2014",6.102,5.411
"67","30/09/2014",6.077,5.514
"68","01/10/2014",6.026,5.411
"69","02/10/2014",5.924,5.282
"70","03/10/2014",5.821,5.128
"71","04/10/2014",5.102,3.827
"72","05/10/2014",4.168,3.327
"73","06/10/2014",3.564,2.047
"74","07/10/2014",4.063,2.584
"75","08/10/2014",3.854,2.85
"76","09/10/2014",3.512,2.823
"77","10/10/2014",3.221,2.664
"78","11/10/2014",2.903,1.643
"79","12/10/2014",2.182,1.561
