"","Date","Max","Min"
"1","01/01/2008",0.301,0.301
"2","02/01/2008",0.301,0.301
"3","03/01/2008",0.301,0.301
"4","04/01/2008",0.301,0.273
"5","05/01/2008",0.301,0.273
"6","06/01/2008",0.273,0.19
"7","07/01/2008",0.246,0.246
"8","08/01/2008",0.246,0.246
"9","09/01/2008",0.246,0.218
"10","10/01/2008",0.246,0.246
"11","11/01/2008",0.273,0.246
"12","12/01/2008",0.273,0.246
"13","13/01/2008",0.246,0.246
"14","14/01/2008",0.246,0.246
"15","15/01/2008",0.246,0.246
"16","16/01/2008",0.246,0.246
"17","17/01/2008",0.246,0.218
"18","18/01/2008",0.19,0.163
"19","19/01/2008",0.218,0.19
"20","20/01/2008",0.218,0.218
"21","21/01/2008",0.218,0.218
"22","22/01/2008",0.218,0.218
"23","23/01/2008",0.218,0.218
"24","24/01/2008",0.218,0.218
"25","25/01/2008",0.218,0.218
"26","26/01/2008",0.218,0.218
"27","27/01/2008",0.218,0.19
"28","28/01/2008",0.19,0.19
"29","29/01/2008",0.19,0.19
"30","30/01/2008",0.19,0.19
"31","31/01/2008",0.19,0.19
"32","01/02/2008",0.19,0.19
"33","02/02/2008",0.19,0.19
"34","03/02/2008",0.19,0.19
"35","04/02/2008",0.19,0.19
"36","05/02/2008",0.19,0.19
"37","06/02/2008",0.19,0.19
"38","07/02/2008",0.19,0.19
"39","08/02/2008",0.19,0.19
"40","09/02/2008",0.19,0.19
"41","10/02/2008",0.19,0.163
"42","11/02/2008",0.19,0.163
"43","12/02/2008",0.163,0.163
"44","13/02/2008",0.19,0.163
"45","14/02/2008",0.163,0.163
"46","15/02/2008",0.163,0.163
"47","16/02/2008",0.163,0.163
"48","17/02/2008",0.163,0.163
"49","18/02/2008",0.163,0.163
"50","19/02/2008",0.163,0.163
"51","20/02/2008",0.163,0.163
"52","21/02/2008",0.163,0.163
"53","22/02/2008",0.163,0.163
"54","23/02/2008",0.163,0.163
"55","24/02/2008",0.163,0.163
"56","25/02/2008",0.163,0.135
"57","26/02/2008",0.135,0.135
"58","27/02/2008",0.135,0.135
"59","28/02/2008",0.135,0.107
"60","29/02/2008",0.135,0.107
"61","01/03/2008",0.135,0.107
"62","02/03/2008",0.135,0.079
"63","03/03/2008",0.135,0.107
"64","04/03/2008",0.135,0.135
"65","05/03/2008",0.163,0.135
"66","06/03/2008",0.135,0.135
"67","07/03/2008",0.135,0.135
"68","08/03/2008",0.135,0.135
"69","09/03/2008",0.135,0.135
"70","10/03/2008",0.135,0.135
"71","11/03/2008",0.135,0.107
"72","12/03/2008",0.135,0.107
"73","13/03/2008",0.107,0.107
"74","14/03/2008",0.135,0.079
"75","15/03/2008",0.107,0.079
"76","16/03/2008",0.107,0.079
