"","Date","Max","Min"
"1","01/01/2009",0.024,0.024
"2","02/01/2009",0.024,0.024
"3","03/01/2009",0.024,-0.004
"4","04/01/2009",0.024,-0.004
"5","05/01/2009",-0.004,-0.004
"6","06/01/2009",0.024,-0.004
"7","07/01/2009",0.024,-0.004
"8","08/01/2009",0.051,-0.004
"9","09/01/2009",0.024,-0.004
"10","10/01/2009",0.024,-0.004
"11","11/01/2009",-0.004,-0.004
"12","12/01/2009",-0.004,-0.004
"13","13/01/2009",0.024,-0.004
"14","14/01/2009",0.051,-0.004
"15","15/01/2009",-0.004,-0.004
"16","16/01/2009",-0.004,-0.004
"17","17/01/2009",-0.004,-0.004
"18","18/01/2009",0.024,-0.004
"19","19/01/2009",0.024,-0.004
"20","20/01/2009",0.051,-0.004
"21","21/01/2009",0.079,0.051
"22","22/01/2009",0.135,0.051
"23","23/01/2009",0.135,-0.059
"24","24/01/2009",0.024,-0.031
"25","25/01/2009",0.135,-0.031
"26","26/01/2009",0.135,0.051
"27","27/01/2009",0.107,0.024
"28","28/01/2009",0.079,-0.004
"29","29/01/2009",0.024,0.024
"30","30/01/2009",0.024,0.024
"31","31/01/2009",0.024,0.024
"32","01/02/2009",0.024,0.024
"33","02/02/2009",0.024,0.024
"34","03/02/2009",0.024,0.024
"35","04/02/2009",0.051,0.024
"36","05/02/2009",0.051,-0.004
"37","06/02/2009",-0.004,-0.004
"38","07/02/2009",0.079,-0.004
"39","08/02/2009",0.051,-0.031
"40","09/02/2009",0.051,-0.031
"41","10/02/2009",0.051,-0.004
"42","11/02/2009",0.079,-0.004
"43","12/02/2009",0.051,-0.031
"44","13/02/2009",0.024,-0.031
"45","14/02/2009",0.024,-0.004
"46","15/02/2009",0.024,0.024
"47","16/02/2009",0.024,0.024
"48","17/02/2009",0.051,0.024
"49","18/02/2009",0.051,0.024
"50","19/02/2009",0.024,0.024
"51","20/02/2009",0.024,0.024
"52","21/02/2009",0.051,-0.004
"53","22/02/2009",0.024,-0.004
"54","23/02/2009",0.024,-0.004
"55","24/02/2009",0.024,-0.004
"56","25/02/2009",0.024,-0.004
"57","26/02/2009",0.024,-0.004
"58","27/02/2009",0.024,0.024
"59","28/02/2009",0.024,0.024
"60","01/03/2009",0.051,0.024
"61","02/03/2009",0.079,0.051
"62","03/03/2009",0.051,0.024
"63","04/03/2009",0.051,-0.004
"64","05/03/2009",0.051,-0.031
"65","06/03/2009",-0.004,-0.031
"66","07/03/2009",0.024,-0.031
"67","08/03/2009",-0.031,-0.031
"68","09/03/2009",-0.031,-0.031
"69","10/03/2009",0.051,-0.031
"70","11/03/2009",0.051,0.024
"71","12/03/2009",0.024,-0.004
"72","13/03/2009",0.024,-0.004
"73","14/03/2009",0.024,-0.004
"74","15/03/2009",-0.004,-0.004
"75","16/03/2009",-0.004,-0.004
"76","17/03/2009",-0.004,-0.031
"77","18/03/2009",-0.004,-0.031
"78","19/03/2009",-0.004,-0.031
"79","20/03/2009",0.024,-0.004
"80","21/03/2009",0.024,-0.004
"81","22/03/2009",0.024,-0.004
"82","23/03/2009",0.051,-0.004
"83","24/03/2009",0.051,-0.004
"84","25/03/2009",0.024,-0.004
"85","26/03/2009",0.024,-0.031
"86","27/03/2009",0.051,-0.031
"87","28/03/2009",0.079,-0.004
"88","29/03/2009",0.051,-0.004
"89","30/03/2009",0.051,0.024
"90","31/03/2009",0.079,0.051
"91","01/04/2009",0.051,0.051
"92","02/04/2009",0.079,0.051
"93","03/04/2009",0.079,-0.004
"94","04/04/2009",0.024,-0.031
"95","05/04/2009",0.051,-0.031
"96","06/04/2009",0.051,-0.031
"97","07/04/2009",0.079,-0.004
"98","08/04/2009",0.079,0.024
"99","09/04/2009",0.051,-0.031
"100","10/04/2009",0.079,-0.004
"101","11/04/2009",0.079,-0.004
"102","12/04/2009",0.024,-0.004
"103","13/04/2009",0.051,0.024
"104","14/04/2009",0.051,-0.004
"105","15/04/2009",0.079,-0.004
"106","16/04/2009",0.079,0.079
"107","17/04/2009",0.079,0.051
"108","18/04/2009",0.051,0.051
"109","19/04/2009",0.051,0.024
"110","20/04/2009",0.051,0.024
"111","21/04/2009",0.051,-0.004
"112","22/04/2009",0.024,-0.059
"113","23/04/2009",0.024,-0.059
"114","24/04/2009",0.024,-0.059
"115","25/04/2009",-0.004,-0.031
"116","26/04/2009",0.024,-0.004
"117","27/04/2009",0.051,0.024
