,X.,Date_Time,Temp,Coupler.Detached..LGR.S.N..10678109.,Coupler.Attached..LGR.S.N..10678109.,Stopped..LGR.S.N..10678109.,End.Of.File..LGR.S.N..10678109.,Date,Time
c..08.11.2017....05.30..,126,08/11/2017 05:30,15.199,,,,,11/08/2017,530
c..08.11.2017....06.00..,127,08/11/2017 06:00,14.984,,,,,11/08/2017,600
c..08.11.2017....06.30..,128,08/11/2017 06:30,15.079,,,,,11/08/2017,630
c..08.11.2017....07.00..,129,08/11/2017 07:00,15.031,,,,,11/08/2017,700
c..08.11.2017....07.30..,130,08/11/2017 07:30,15.055,,,,,11/08/2017,730
c..08.11.2017....08.00..,131,08/11/2017 08:00,15.055,,,,,11/08/2017,800
c..08.11.2017....08.30..,132,08/11/2017 08:30,15.031,,,,,11/08/2017,830
c..08.11.2017....09.00..,133,08/11/2017 09:00,15.055,,,,,11/08/2017,900
c..08.11.2017....09.30..,134,08/11/2017 09:30,15.055,,,,,11/08/2017,930
c..08.11.2017....10.00..,135,08/11/2017 10:00,15.079,,,,,11/08/2017,1000
c..08.11.2017....10.30..,136,08/11/2017 10:30,15.151,,,,,11/08/2017,1030
c..08.11.2017....11.00..,137,08/11/2017 11:00,15.223,,,,,11/08/2017,1100
c..08.11.2017....11.30..,138,08/11/2017 11:30,15.294,,,,,11/08/2017,1130
c..08.11.2017....12.00..,139,08/11/2017 12:00,15.342,,,,,11/08/2017,1200
c..08.11.2017....12.30..,140,08/11/2017 12:30,15.247,,,,,11/08/2017,1230
c..08.11.2017....13.00..,141,08/11/2017 13:00,15.199,,,,,11/08/2017,1300
c..08.11.2017....13.30..,142,08/11/2017 13:30,15.151,,,,,11/08/2017,1330
c..08.11.2017....14.00..,143,08/11/2017 14:00,15.151,,,,,11/08/2017,1400
c..08.11.2017....14.30..,144,08/11/2017 14:30,15.342,,,,,11/08/2017,1430
c..08.11.2017....15.00..,145,08/11/2017 15:00,15.485,,,,,11/08/2017,1500
c..08.11.2017....15.30..,146,08/11/2017 15:30,15.629,,,,,11/08/2017,1530
c..08.11.2017....16.00..,147,08/11/2017 16:00,15.748,,,,,11/08/2017,1600
c..08.11.2017....16.30..,148,08/11/2017 16:30,15.581,,,,,11/08/2017,1630
c..08.11.2017....17.00..,149,08/11/2017 17:00,15.485,,,,,11/08/2017,1700
c..08.11.2017....17.30..,150,08/11/2017 17:30,15.342,,,,,11/08/2017,1730
c..08.11.2017....18.00..,151,08/11/2017 18:00,15.079,,,,,11/08/2017,1800
c..08.11.2017....18.30..,152,08/11/2017 18:30,15.079,,,,,11/08/2017,1830
c..08.11.2017....19.00..,153,08/11/2017 19:00,15.031,,,,,11/08/2017,1900
c..08.11.2017....19.30..,154,08/11/2017 19:30,14.984,,,,,11/08/2017,1930
c..08.11.2017....20.00..,155,08/11/2017 20:00,14.912,,,,,11/08/2017,2000
c..08.11.2017....20.30..,156,08/11/2017 20:30,14.888,,,,,11/08/2017,2030
c..08.11.2017....21.00..,157,08/11/2017 21:00,14.912,,,,,11/08/2017,2100
c..08.11.2017....21.30..,158,08/11/2017 21:30,14.888,,,,,11/08/2017,2130
c..08.11.2017....22.00..,159,08/11/2017 22:00,14.84,,,,,11/08/2017,2200
c..08.11.2017....22.30..,160,08/11/2017 22:30,14.792,,,,,11/08/2017,2230
c..08.11.2017....23.00..,161,08/11/2017 23:00,14.721,,,,,11/08/2017,2300
c..08.11.2017....23.30..,162,08/11/2017 23:30,14.745,,,,,11/08/2017,2330
c..08.12.2017....00.00..,163,08/12/2017 00:00,14.745,,,,,12/08/2017,0
c..08.12.2017....00.30..,164,08/12/2017 00:30,14.697,,,,,12/08/2017,30
c..08.12.2017....01.00..,165,08/12/2017 01:00,14.721,,,,,12/08/2017,100
c..08.12.2017....01.30..,166,08/12/2017 01:30,14.673,,,,,12/08/2017,130
c..08.12.2017....02.00..,167,08/12/2017 02:00,14.697,,,,,12/08/2017,200
c..08.12.2017....02.30..,168,08/12/2017 02:30,14.673,,,,,12/08/2017,230
c..08.12.2017....03.00..,169,08/12/2017 03:00,14.505,,,,,12/08/2017,300
c..08.12.2017....03.30..,170,08/12/2017 03:30,14.409,,,,,12/08/2017,330
c..08.12.2017....04.00..,171,08/12/2017 04:00,14.194,,,,,12/08/2017,400
c..08.12.2017....04.30..,172,08/12/2017 04:30,14.337,,,,,12/08/2017,430
c..08.12.2017....05.00..,173,08/12/2017 05:00,14.337,,,,,12/08/2017,500
c..08.12.2017....05.30..,174,08/12/2017 05:30,14.481,,,,,12/08/2017,530
c..08.12.2017....06.00..,175,08/12/2017 06:00,14.529,,,,,12/08/2017,600
c..08.12.2017....06.30..,176,08/12/2017 06:30,14.433,,,,,12/08/2017,630
c..08.12.2017....07.00..,177,08/12/2017 07:00,14.242,,,,,12/08/2017,700
c..08.12.2017....07.30..,178,08/12/2017 07:30,14.242,,,,,12/08/2017,730
c..08.12.2017....08.00..,179,08/12/2017 08:00,14.481,,,,,12/08/2017,800
c..08.12.2017....08.30..,180,08/12/2017 08:30,14.649,,,,,12/08/2017,830
c..08.12.2017....09.00..,181,08/12/2017 09:00,14.816,,,,,12/08/2017,900
c..08.12.2017....09.30..,182,08/12/2017 09:30,14.936,,,,,12/08/2017,930
c..08.12.2017....10.00..,183,08/12/2017 10:00,15.175,,,,,12/08/2017,1000
c..08.12.2017....10.30..,184,08/12/2017 10:30,15.342,,,,,12/08/2017,1030
c..08.12.2017....11.00..,185,08/12/2017 11:00,15.533,,,,,12/08/2017,1100
c..08.12.2017....11.30..,186,08/12/2017 11:30,15.652,,,,,12/08/2017,1130
c..08.12.2017....12.00..,187,08/12/2017 12:00,15.7,,,,,12/08/2017,1200
c..08.12.2017....12.30..,188,08/12/2017 12:30,16.01,,,,,12/08/2017,1230
c..08.12.2017....13.00..,189,08/12/2017 13:00,16.129,,,,,12/08/2017,1300
c..08.12.2017....13.30..,190,08/12/2017 13:30,16.177,,,,,12/08/2017,1330
c..08.12.2017....14.00..,191,08/12/2017 14:00,16.606,,,,,12/08/2017,1400
c..08.12.2017....14.30..,192,08/12/2017 14:30,16.511,,,,,12/08/2017,1430
c..08.12.2017....15.00..,193,08/12/2017 15:00,16.558,,,,,12/08/2017,1500
c..08.12.2017....15.30..,194,08/12/2017 15:30,16.63,,,,,12/08/2017,1530
c..08.12.2017....16.00..,195,08/12/2017 16:00,16.773,,,,,12/08/2017,1600
c..08.12.2017....16.30..,196,08/12/2017 16:30,16.868,,,,,12/08/2017,1630
c..08.12.2017....17.00..,197,08/12/2017 17:00,16.463,,,,,12/08/2017,1700
c..08.12.2017....17.30..,198,08/12/2017 17:30,16.749,,,,,12/08/2017,1730
c..08.12.2017....18.00..,199,08/12/2017 18:00,16.392,,,,,12/08/2017,1800
c..08.12.2017....18.30..,200,08/12/2017 18:30,16.106,,,,,12/08/2017,1830
c..08.12.2017....19.00..,201,08/12/2017 19:00,16.058,,,,,12/08/2017,1900
c..08.12.2017....19.30..,202,08/12/2017 19:30,15.867,,,,,12/08/2017,1930
c..08.12.2017....20.00..,203,08/12/2017 20:00,15.986,,,,,12/08/2017,2000
c..08.12.2017....20.30..,204,08/12/2017 20:30,15.772,,,,,12/08/2017,2030
c..08.12.2017....21.00..,205,08/12/2017 21:00,15.605,,,,,12/08/2017,2100
c..08.12.2017....21.30..,206,08/12/2017 21:30,15.748,,,,,12/08/2017,2130
c..08.12.2017....22.00..,207,08/12/2017 22:00,15.7,,,,,12/08/2017,2200
c..08.12.2017....22.30..,208,08/12/2017 22:30,15.557,,,,,12/08/2017,2230
c..08.12.2017....23.00..,209,08/12/2017 23:00,15.485,,,,,12/08/2017,2300
c..08.12.2017....23.30..,210,08/12/2017 23:30,15.39,,,,,12/08/2017,2330
c..08.13.17....12.00.13..,211,08/13/17 12:00:13,15.342,,,,,13/08/2017,120013
c..08.13.17....12.30.13..,212,08/13/17 12:30:13,15.27,,,,,13/08/2017,123013
c..08.13.17....01.00.13..,213,08/13/17 01:00:13,15.223,,,,,13/08/2017,10013
c..08.13.17....01.30.13..,214,08/13/17 01:30:13,15.079,,,,,13/08/2017,13013
c..08.13.17....02.00.13..,215,08/13/17 02:00:13,14.936,,,,,13/08/2017,20013
c..08.13.17....02.30.13..,216,08/13/17 02:30:13,14.984,,,,,13/08/2017,23013
c..08.13.17....03.00.13..,217,08/13/17 03:00:13,14.864,,,,,13/08/2017,30013
c..08.13.17....03.30.13..,218,08/13/17 03:30:13,14.912,,,,,13/08/2017,33013
c..08.13.17....04.00.13..,219,08/13/17 04:00:13,14.912,,,,,13/08/2017,40013
c..08.13.17....04.30.13..,220,08/13/17 04:30:13,14.96,,,,,13/08/2017,43013
c..08.13.17....05.00.13..,221,08/13/17 05:00:13,14.984,,,,,13/08/2017,50013
c..08.13.17....05.30.13..,222,08/13/17 05:30:13,14.96,,,,,13/08/2017,53013
c..08.13.17....06.00.13..,223,08/13/17 06:00:13,14.84,,,,,13/08/2017,60013
c..08.13.17....06.30.13..,224,08/13/17 06:30:13,14.816,,,,,13/08/2017,63013
c..08.13.17....07.00.13..,225,08/13/17 07:00:13,14.745,,,,,13/08/2017,70013
c..08.13.17....07.30.13..,226,08/13/17 07:30:13,14.745,,,,,13/08/2017,73013
c..08.13.17....08.00.13..,227,08/13/17 08:00:13,14.96,,,,,13/08/2017,80013
c..08.13.17....08.30.13..,228,08/13/17 08:30:13,15.031,,,,,13/08/2017,83013
c..08.13.17....09.00.13..,229,08/13/17 09:00:13,15.175,,,,,13/08/2017,90013
c..08.13.17....09.30.13..,230,08/13/17 09:30:13,15.414,,,,,13/08/2017,93013
c..08.13.17....10.00.13..,231,08/13/17 10:00:13,15.533,,,,,13/08/2017,100013
c..08.13.17....10.30.13..,232,08/13/17 10:30:13,15.581,,,,,13/08/2017,103013
c..08.13.17....11.00.13..,233,08/13/17 11:00:13,15.7,,,,,13/08/2017,110013
c..08.13.17....11.30.13..,234,08/13/17 11:30:13,15.676,,,,,13/08/2017,113013
c..08.13.17....12.00.13...1,235,08/13/17 12:00:13,15.724,,,,,13/08/2017,121213
c..08.13.17....12.30.13...1,236,08/13/17 12:30:13,15.796,,,,,13/08/2017,124213
c..08.13.17....01.00.13...1,237,08/13/17 01:00:13,15.891,,,,,13/08/2017,11213
c..08.13.17....01.30.13...1,238,08/13/17 01:30:13,15.963,,,,,13/08/2017,14213
c..08.13.17....02.00.13...1,239,08/13/17 02:00:13,16.034,,,,,13/08/2017,21213
c..08.13.17....02.30.13...1,240,08/13/17 02:30:13,16.106,,,,,13/08/2017,24213
c..08.13.17....03.00.13...1,241,08/13/17 03:00:13,16.225,,,,,13/08/2017,31213
c..08.13.17....03.30.13...1,242,08/13/17 03:30:13,16.344,,,,,13/08/2017,34213
c..08.13.17....04.00.13...1,243,08/13/17 04:00:13,16.296,,,,,13/08/2017,41213
c..08.13.17....04.30.13...1,244,08/13/17 04:30:13,16.368,,,,,13/08/2017,44213
c..08.13.17....05.00.13...1,245,08/13/17 05:00:13,16.368,,,,,13/08/2017,51213
c..08.13.17....05.30.13...1,246,08/13/17 05:30:13,16.225,,,,,13/08/2017,54213
c..08.13.17....06.00.13...1,247,08/13/17 06:00:13,16.296,,,,,13/08/2017,61213
c..08.13.17....06.30.13...1,248,08/13/17 06:30:13,16.368,,,,,13/08/2017,64213
c..08.13.17....07.00.13...1,249,08/13/17 07:00:13,16.225,,,,,13/08/2017,71213
c..08.13.17....07.30.13...1,250,08/13/17 07:30:13,16.129,,,,,13/08/2017,74213
c..08.13.17....08.00.13...1,251,08/13/17 08:00:13,15.939,,,,,13/08/2017,81213
c..08.13.17....08.30.13...1,252,08/13/17 08:30:13,16.153,,,,,13/08/2017,84213
c..08.13.17....09.00.13...1,253,08/13/17 09:00:13,16.249,,,,,13/08/2017,91213
c..08.13.17....09.30.13...1,254,08/13/17 09:30:13,15.986,,,,,13/08/2017,94213
c..08.13.17....10.00.13...1,255,08/13/17 10:00:13,15.939,,,,,13/08/2017,101213
c..08.13.17....10.30.13...1,256,08/13/17 10:30:13,16.177,,,,,13/08/2017,104213
c..08.13.17....11.00.13...1,257,08/13/17 11:00:13,16.106,,,,,13/08/2017,111213
c..08.13.17....11.30.13...1,258,08/13/17 11:30:13,16.034,,,,,13/08/2017,114213
c..08.14.17....12.00.13..,259,08/14/17 12:00:13,16.058,,,,,14/08/2017,120013
c..08.14.17....12.30.13..,260,08/14/17 12:30:13,15.748,,,,,14/08/2017,123013
c..08.14.17....01.00.13..,261,08/14/17 01:00:13,15.843,,,,,14/08/2017,10013
c..08.14.17....01.30.13..,262,08/14/17 01:30:13,15.843,,,,,14/08/2017,13013
c..08.14.17....02.00.13..,263,08/14/17 02:00:13,15.772,,,,,14/08/2017,20013
c..08.14.17....02.30.13..,264,08/14/17 02:30:13,15.438,,,,,14/08/2017,23013
c..08.14.17....03.00.13..,265,08/14/17 03:00:13,15.533,,,,,14/08/2017,30013
c..08.14.17....03.30.13..,266,08/14/17 03:30:13,15.342,,,,,14/08/2017,33013
c..08.14.17....04.00.13..,267,08/14/17 04:00:13,14.816,,,,,14/08/2017,40013
c..08.14.17....04.30.13..,268,08/14/17 04:30:13,15.318,,,,,14/08/2017,43013
c..08.14.17....05.00.13..,269,08/14/17 05:00:13,14.84,,,,,14/08/2017,50013
c..08.14.17....05.30.13..,270,08/14/17 05:30:13,14.673,,,,,14/08/2017,53013
c..08.14.17....06.00.13..,271,08/14/17 06:00:13,14.96,,,,,14/08/2017,60013
c..08.14.17....06.30.13..,272,08/14/17 06:30:13,15.199,,,,,14/08/2017,63013
c..08.14.17....07.00.13..,273,08/14/17 07:00:13,15.008,,,,,14/08/2017,70013
c..08.14.17....07.30.13..,274,08/14/17 07:30:13,15.079,,,,,14/08/2017,73013
c..08.14.17....08.00.13..,275,08/14/17 08:00:13,15.055,,,,,14/08/2017,80013
c..08.14.17....08.30.13..,276,08/14/17 08:30:13,15.175,,,,,14/08/2017,83013
c..08.14.17....09.00.13..,277,08/14/17 09:00:13,15.342,,,,,14/08/2017,90013
c..08.14.17....09.30.13..,278,08/14/17 09:30:13,15.605,,,,,14/08/2017,93013
c..08.14.17....10.00.13..,279,08/14/17 10:00:13,15.796,,,,,14/08/2017,100013
c..08.14.17....10.30.13..,280,08/14/17 10:30:13,15.867,,,,,14/08/2017,103013
c..08.14.17....11.00.13..,281,08/14/17 11:00:13,15.986,,,,,14/08/2017,110013
c..08.14.17....11.30.13..,282,08/14/17 11:30:13,16.034,,,,,14/08/2017,113013
c..08.14.17....12.00.13...1,283,08/14/17 12:00:13,16.129,,,,,14/08/2017,121213
c..08.14.17....12.30.13...1,284,08/14/17 12:30:13,16.201,,,,,14/08/2017,124213
c..08.14.17....01.00.13...1,285,08/14/17 01:00:13,16.344,,,,,14/08/2017,11213
c..08.14.17....01.30.13...1,286,08/14/17 01:30:13,16.344,,,,,14/08/2017,14213
c..08.14.17....02.00.13...1,287,08/14/17 02:00:13,16.415,,,,,14/08/2017,21213
c..08.14.17....02.30.13...1,288,08/14/17 02:30:13,16.558,,,,,14/08/2017,24213
c..08.14.17....03.00.13...1,289,08/14/17 03:00:13,16.582,,,,,14/08/2017,31213
c..08.14.17....03.30.13...1,290,08/14/17 03:30:13,16.511,,,,,14/08/2017,34213
c..08.14.17....04.00.13...1,291,08/14/17 04:00:13,16.606,,,,,14/08/2017,41213
c..08.14.17....04.30.13...1,292,08/14/17 04:30:13,16.558,,,,,14/08/2017,44213
c..08.14.17....05.00.13...1,293,08/14/17 05:00:13,16.487,,,,,14/08/2017,51213
c..08.14.17....05.30.13...1,294,08/14/17 05:30:13,16.558,,,,,14/08/2017,54213
c..08.14.17....06.00.13...1,295,08/14/17 06:00:13,16.558,,,,,14/08/2017,61213
c..08.14.17....06.30.13...1,296,08/14/17 06:30:13,16.487,,,,,14/08/2017,64213
c..08.14.17....07.00.13...1,297,08/14/17 07:00:13,16.344,,,,,14/08/2017,71213
c..08.14.17....07.30.13...1,298,08/14/17 07:30:13,16.153,,,,,14/08/2017,74213
c..08.14.17....08.00.13...1,299,08/14/17 08:00:13,15.986,,,,,14/08/2017,81213
c..08.14.17....08.30.13...1,300,08/14/17 08:30:13,15.891,,,,,14/08/2017,84213
c..08.14.17....09.00.13...1,301,08/14/17 09:00:13,15.772,,,,,14/08/2017,91213
c..08.14.17....09.30.13...1,302,08/14/17 09:30:13,15.843,,,,,14/08/2017,94213
c..08.14.17....10.00.13...1,303,08/14/17 10:00:13,15.724,,,,,14/08/2017,101213
