,X.,Date_Time,Temp,Batt..V..,Coupler.Detached..,Coupler.Attached..,Stopped..,End.Of.File..,Date,Time
c..12.05.2011....13.19..,4427,12/05/2011 13:19,4.48,3.6,,,,,05/12/2011,1319
c..12.05.2011....13.49..,4428,12/05/2011 13:49,4.376,3.6,,,,,05/12/2011,1349
c..12.05.2011....14.19..,4429,12/05/2011 14:19,4.376,3.6,,,,,05/12/2011,1419
c..12.05.2011....14.49..,4430,12/05/2011 14:49,4.376,3.6,,,,,05/12/2011,1449
c..12.05.2011....15.19..,4431,12/05/2011 15:19,4.35,3.6,,,,,05/12/2011,1519
c..12.05.2011....15.49..,4432,12/05/2011 15:49,4.35,3.6,,,,,05/12/2011,1549
c..12.05.2011....16.19..,4433,12/05/2011 16:19,4.324,3.6,,,,,05/12/2011,1619
c..12.05.2011....16.49..,4434,12/05/2011 16:49,4.324,3.6,,,,,05/12/2011,1649
c..12.05.2011....17.19..,4435,12/05/2011 17:19,4.22,3.6,,,,,05/12/2011,1719
c..12.05.2011....17.49..,4436,12/05/2011 17:49,4.168,3.6,,,,,05/12/2011,1749
c..12.05.2011....18.19..,4437,12/05/2011 18:19,4.194,3.6,,,,,05/12/2011,1819
c..12.05.2011....18.49..,4438,12/05/2011 18:49,4.141,3.6,,,,,05/12/2011,1849
c..12.05.2011....19.19..,4439,12/05/2011 19:19,4.141,3.6,,,,,05/12/2011,1919
c..12.05.2011....19.49..,4440,12/05/2011 19:49,3.932,3.6,,,,,05/12/2011,1949
c..12.05.2011....20.19..,4441,12/05/2011 20:19,3.932,3.6,,,,,05/12/2011,2019
c..12.05.2011....20.49..,4442,12/05/2011 20:49,3.932,3.6,,,,,05/12/2011,2049
c..12.05.2011....21.19..,4443,12/05/2011 21:19,3.985,3.6,,,,,05/12/2011,2119
c..12.05.2011....21.49..,4444,12/05/2011 21:49,4.011,3.6,,,,,05/12/2011,2149
c..12.05.2011....22.19..,4445,12/05/2011 22:19,4.037,3.6,,,,,05/12/2011,2219
c..12.05.2011....22.49..,4446,12/05/2011 22:49,4.063,3.6,,,,,05/12/2011,2249
c..12.05.2011....23.19..,4447,12/05/2011 23:19,4.063,3.6,,,,,05/12/2011,2319
c..12.05.2011....23.49..,4448,12/05/2011 23:49,4.089,3.6,,,,,05/12/2011,2349
c..12.06.2011....00.19..,4449,12/06/2011 00:19,4.011,3.6,,,,,06/12/2011,19
c..12.06.2011....00.49..,4450,12/06/2011 00:49,3.958,3.6,,,,,06/12/2011,49
c..12.06.2011....01.19..,4451,12/06/2011 01:19,3.958,3.6,,,,,06/12/2011,119
c..12.06.2011....01.49..,4452,12/06/2011 01:49,4.011,3.6,,,,,06/12/2011,149
c..12.06.2011....02.19..,4453,12/06/2011 02:19,3.985,3.6,,,,,06/12/2011,219
c..12.06.2011....02.49..,4454,12/06/2011 02:49,3.906,3.6,,,,,06/12/2011,249
c..12.06.2011....03.19..,4455,12/06/2011 03:19,3.88,3.6,,,,,06/12/2011,319
c..12.06.2011....03.49..,4456,12/06/2011 03:49,3.985,3.6,,,,,06/12/2011,349
c..12.06.2011....04.19..,4457,12/06/2011 04:19,3.958,3.6,,,,,06/12/2011,419
c..12.06.2011....04.49..,4458,12/06/2011 04:49,3.854,3.6,,,,,06/12/2011,449
c..12.06.2011....05.19..,4459,12/06/2011 05:19,3.958,3.6,,,,,06/12/2011,519
c..12.06.2011....05.49..,4460,12/06/2011 05:49,4.011,3.6,,,,,06/12/2011,549
c..12.06.2011....06.19..,4461,12/06/2011 06:19,3.958,3.6,,,,,06/12/2011,619
c..12.06.2011....06.49..,4462,12/06/2011 06:49,3.958,3.6,,,,,06/12/2011,649
c..12.06.2011....07.19..,4463,12/06/2011 07:19,3.88,3.6,,,,,06/12/2011,719
c..12.06.2011....07.49..,4464,12/06/2011 07:49,3.88,3.6,,,,,06/12/2011,749
c..12.06.2011....08.19..,4465,12/06/2011 08:19,3.749,3.6,,,,,06/12/2011,819
c..12.06.2011....08.49..,4466,12/06/2011 08:49,3.827,3.6,,,,,06/12/2011,849
c..12.06.2011....09.19..,4467,12/06/2011 09:19,3.854,3.6,,,,,06/12/2011,919
c..12.06.2011....09.49..,4468,12/06/2011 09:49,3.958,3.6,,,,,06/12/2011,949
c..12.06.2011....10.19..,4469,12/06/2011 10:19,4.037,3.6,,,,,06/12/2011,1019
c..12.06.2011....10.49..,4470,12/06/2011 10:49,4.011,3.6,,,,,06/12/2011,1049
c..12.06.2011....11.19..,4471,12/06/2011 11:19,3.932,3.6,,,,,06/12/2011,1119
c..12.06.2011....11.49..,4472,12/06/2011 11:49,3.985,3.6,,,,,06/12/2011,1149
c..12.06.2011....12.19..,4473,12/06/2011 12:19,4.168,3.6,,,,,06/12/2011,1219
c..12.06.2011....12.49..,4474,12/06/2011 12:49,4.22,3.6,,,,,06/12/2011,1249
c..12.06.2011....13.19..,4475,12/06/2011 13:19,4.272,3.6,,,,,06/12/2011,1319
c..12.06.2011....13.49..,4476,12/06/2011 13:49,4.376,3.6,,,,,06/12/2011,1349
c..12.06.2011....14.19..,4477,12/06/2011 14:19,4.324,3.6,,,,,06/12/2011,1419
c..12.06.2011....14.49..,4478,12/06/2011 14:49,4.22,3.6,,,,,06/12/2011,1449
c..12.06.2011....15.19..,4479,12/06/2011 15:19,4.194,3.6,,,,,06/12/2011,1519
c..12.06.2011....15.49..,4480,12/06/2011 15:49,4.194,3.6,,,,,06/12/2011,1549
c..12.06.2011....16.19..,4481,12/06/2011 16:19,4.141,3.57,,,,,06/12/2011,1619
c..12.06.2011....16.49..,4482,12/06/2011 16:49,4.115,3.6,,,,,06/12/2011,1649
c..12.06.2011....17.19..,4483,12/06/2011 17:19,4.115,3.6,,,,,06/12/2011,1719
c..12.06.2011....17.49..,4484,12/06/2011 17:49,4.089,3.6,,,,,06/12/2011,1749
c..12.06.2011....18.19..,4485,12/06/2011 18:19,4.063,3.6,,,,,06/12/2011,1819
c..12.06.2011....18.49..,4486,12/06/2011 18:49,4.011,3.6,,,,,06/12/2011,1849
c..12.06.2011....19.19..,4487,12/06/2011 19:19,3.854,3.6,,,,,06/12/2011,1919
c..12.06.2011....19.49..,4488,12/06/2011 19:49,3.854,3.6,,,,,06/12/2011,1949
c..12.06.2011....20.19..,4489,12/06/2011 20:19,3.854,3.6,,,,,06/12/2011,2019
c..12.06.2011....20.49..,4490,12/06/2011 20:49,3.88,3.6,,,,,06/12/2011,2049
c..12.06.2011....21.19..,4491,12/06/2011 21:19,3.854,3.6,,,,,06/12/2011,2119
c..12.06.2011....21.49..,4492,12/06/2011 21:49,3.958,3.6,,,,,06/12/2011,2149
c..12.06.2011....22.19..,4493,12/06/2011 22:19,4.011,3.6,,,,,06/12/2011,2219
c..12.06.2011....22.49..,4494,12/06/2011 22:49,3.985,3.6,,,,,06/12/2011,2249
c..12.06.2011....23.19..,4495,12/06/2011 23:19,3.985,3.6,,,,,06/12/2011,2319
c..12.06.2011....23.49..,4496,12/06/2011 23:49,3.985,3.6,,,,,06/12/2011,2349
c..12.07.2011....00.19..,4497,12/07/2011 00:19,3.958,3.6,,,,,07/12/2011,19
c..12.07.2011....00.49..,4498,12/07/2011 00:49,3.906,3.6,,,,,07/12/2011,49
c..12.07.2011....01.19..,4499,12/07/2011 01:19,3.906,3.6,,,,,07/12/2011,119
c..12.07.2011....01.49..,4500,12/07/2011 01:49,3.722,3.6,,,,,07/12/2011,149
c..12.07.2011....02.19..,4501,12/07/2011 02:19,3.696,3.6,,,,,07/12/2011,219
c..12.07.2011....02.49..,4502,12/07/2011 02:49,3.801,3.6,,,,,07/12/2011,249
c..12.07.2011....03.19..,4503,12/07/2011 03:19,3.958,3.6,,,,,07/12/2011,319
c..12.07.2011....03.49..,4504,12/07/2011 03:49,3.985,3.6,,,,,07/12/2011,349
c..12.07.2011....04.19..,4505,12/07/2011 04:19,3.932,3.6,,,,,07/12/2011,419
c..12.07.2011....04.49..,4506,12/07/2011 04:49,3.88,3.6,,,,,07/12/2011,449
c..12.07.2011....05.19..,4507,12/07/2011 05:19,3.958,3.6,,,,,07/12/2011,519
c..12.07.2011....05.49..,4508,12/07/2011 05:49,3.854,3.6,,,,,07/12/2011,549
c..12.07.2011....06.19..,4509,12/07/2011 06:19,3.801,3.6,,,,,07/12/2011,619
c..12.07.2011....06.49..,4510,12/07/2011 06:49,3.775,3.6,,,,,07/12/2011,649
c..12.07.2011....07.19..,4511,12/07/2011 07:19,3.749,3.6,,,,,07/12/2011,719
c..12.07.2011....07.49..,4512,12/07/2011 07:49,3.827,3.6,,,,,07/12/2011,749
c..12.07.2011....08.19..,4513,12/07/2011 08:19,3.827,3.6,,,,,07/12/2011,819
c..12.07.2011....08.49..,4514,12/07/2011 08:49,3.88,3.6,,,,,07/12/2011,849
c..12.07.2011....09.19..,4515,12/07/2011 09:19,3.854,3.6,,,,,07/12/2011,919
c..12.07.2011....09.49..,4516,12/07/2011 09:49,3.854,3.6,,,,,07/12/2011,949
c..12.07.2011....10.19..,4517,12/07/2011 10:19,3.801,3.6,,,,,07/12/2011,1019
c..12.07.2011....10.49..,4518,12/07/2011 10:49,3.827,3.6,,,,,07/12/2011,1049
c..12.07.2011....11.19..,4519,12/07/2011 11:19,3.88,3.6,,,,,07/12/2011,1119
c..12.07.2011....11.49..,4520,12/07/2011 11:49,4.037,3.6,,,,,07/12/2011,1149
c..12.07.2011....12.19..,4521,12/07/2011 12:19,4.168,3.6,,,,,07/12/2011,1219
c..12.07.2011....12.49..,4522,12/07/2011 12:49,4.402,3.6,,,,,07/12/2011,1249
c..12.07.2011....13.19..,4523,12/07/2011 13:19,4.636,3.6,,,,,07/12/2011,1319
c..12.07.2011....13.49..,4524,12/07/2011 13:49,4.324,3.6,,,,,07/12/2011,1349
c..12.07.2011....14.19..,4525,12/07/2011 14:19,4.168,3.6,,,,,07/12/2011,1419
c..12.07.2011....14.49..,4526,12/07/2011 14:49,4.194,3.6,,,,,07/12/2011,1449
c..12.07.2011....15.19..,4527,12/07/2011 15:19,4.22,3.6,,,,,07/12/2011,1519
c..12.07.2011....15.49..,4528,12/07/2011 15:49,4.194,3.6,,,,,07/12/2011,1549
c..12.07.2011....16.19..,4529,12/07/2011 16:19,4.168,3.6,,,,,07/12/2011,1619
c..12.07.2011....16.49..,4530,12/07/2011 16:49,4.22,3.6,,,,,07/12/2011,1649
c..12.07.2011....17.19..,4531,12/07/2011 17:19,4.115,3.6,,,,,07/12/2011,1719
c..12.07.2011....17.49..,4532,12/07/2011 17:49,4.089,3.6,,,,,07/12/2011,1749
c..12.07.2011....18.19..,4533,12/07/2011 18:19,4.063,3.6,,,,,07/12/2011,1819
c..12.07.2011....18.49..,4534,12/07/2011 18:49,4.037,3.6,,,,,07/12/2011,1849
c..12.07.2011....19.19..,4535,12/07/2011 19:19,4.011,3.6,,,,,07/12/2011,1919
c..12.07.2011....19.49..,4536,12/07/2011 19:49,3.958,3.6,,,,,07/12/2011,1949
c..12.07.2011....20.19..,4537,12/07/2011 20:19,3.906,3.6,,,,,07/12/2011,2019
c..12.07.2011....20.49..,4538,12/07/2011 20:49,3.906,3.6,,,,,07/12/2011,2049
c..12.07.2011....21.19..,4539,12/07/2011 21:19,3.906,3.6,,,,,07/12/2011,2119
c..12.07.2011....21.49..,4540,12/07/2011 21:49,3.88,3.6,,,,,07/12/2011,2149
c..12.07.2011....22.19..,4541,12/07/2011 22:19,3.88,3.6,,,,,07/12/2011,2219
c..12.07.2011....22.49..,4542,12/07/2011 22:49,3.775,3.57,,,,,07/12/2011,2249
c..12.07.2011....23.19..,4543,12/07/2011 23:19,3.801,3.6,,,,,07/12/2011,2319
c..12.07.2011....23.49..,4544,12/07/2011 23:49,3.854,3.6,,,,,07/12/2011,2349
c..12.08.2011....00.19..,4545,12/08/2011 00:19,3.854,3.6,,,,,08/12/2011,19
c..12.08.2011....00.49..,4546,12/08/2011 00:49,3.775,3.6,,,,,08/12/2011,49
c..12.08.2011....01.19..,4547,12/08/2011 01:19,3.696,3.6,,,,,08/12/2011,119
c..12.08.2011....01.49..,4548,12/08/2011 01:49,3.749,3.6,,,,,08/12/2011,149
c..12.08.2011....02.19..,4549,12/08/2011 02:19,3.801,3.6,,,,,08/12/2011,219
c..12.08.2011....02.49..,4550,12/08/2011 02:49,3.775,3.6,,,,,08/12/2011,249
c..12.08.2011....03.19..,4551,12/08/2011 03:19,3.854,3.6,,,,,08/12/2011,319
c..12.08.2011....03.49..,4552,12/08/2011 03:49,3.854,3.6,,,,,08/12/2011,349
c..12.08.2011....04.19..,4553,12/08/2011 04:19,3.88,3.6,,,,,08/12/2011,419
c..12.08.2011....04.49..,4554,12/08/2011 04:49,3.88,3.6,,,,,08/12/2011,449
c..12.08.2011....05.19..,4555,12/08/2011 05:19,3.854,3.6,,,,,08/12/2011,519
c..12.08.2011....05.49..,4556,12/08/2011 05:49,3.827,3.6,,,,,08/12/2011,549
c..12.08.2011....06.19..,4557,12/08/2011 06:19,3.854,3.6,,,,,08/12/2011,619
c..12.08.2011....06.49..,4558,12/08/2011 06:49,3.696,3.6,,,,,08/12/2011,649
c..12.08.2011....07.19..,4559,12/08/2011 07:19,3.591,3.6,,,,,08/12/2011,719
c..12.08.2011....07.49..,4560,12/08/2011 07:49,3.591,3.6,,,,,08/12/2011,749
c..12.08.2011....08.19..,4561,12/08/2011 08:19,3.564,3.6,,,,,08/12/2011,819
c..12.08.2011....08.49..,4562,12/08/2011 08:49,3.591,3.6,,,,,08/12/2011,849
c..12.08.2011....09.19..,4563,12/08/2011 09:19,3.617,3.6,,,,,08/12/2011,919
c..12.08.2011....09.49..,4564,12/08/2011 09:49,3.248,3.6,,,,,08/12/2011,949
c..12.08.2011....10.19..,4565,12/08/2011 10:19,3.274,3.6,,,,,08/12/2011,1019
c..12.08.2011....10.49..,4566,12/08/2011 10:49,3.512,3.6,,,,,08/12/2011,1049
c..12.08.2011....11.19..,4567,12/08/2011 11:19,3.775,3.6,,,,,08/12/2011,1119
c..12.08.2011....11.49..,4568,12/08/2011 11:49,3.906,3.6,,,,,08/12/2011,1149
c..12.08.2011....12.19..,4569,12/08/2011 12:19,4.063,3.6,,,,,08/12/2011,1219
c..12.08.2011....12.49..,4570,12/08/2011 12:49,4.22,3.6,,,,,08/12/2011,1249
c..12.08.2011....13.19..,4571,12/08/2011 13:19,4.272,3.6,,,,,08/12/2011,1319
c..12.08.2011....13.49..,4572,12/08/2011 13:49,4.688,3.6,,,,,08/12/2011,1349
c..12.08.2011....14.19..,4573,12/08/2011 14:19,4.792,3.57,,,,,08/12/2011,1419
c..12.08.2011....14.49..,4574,12/08/2011 14:49,4.869,3.57,,,,,08/12/2011,1449
c..12.08.2011....15.19..,4575,12/08/2011 15:19,4.766,3.6,,,,,08/12/2011,1519
c..12.08.2011....15.49..,4576,12/08/2011 15:49,4.662,3.6,,,,,08/12/2011,1549
c..12.08.2011....16.19..,4577,12/08/2011 16:19,4.688,3.6,,,,,08/12/2011,1619
c..12.08.2011....16.49..,4578,12/08/2011 16:49,4.61,3.6,,,,,08/12/2011,1649
c..12.08.2011....17.19..,4579,12/08/2011 17:19,4.089,3.6,,,,,08/12/2011,1719
c..12.08.2011....17.49..,4580,12/08/2011 17:49,4.089,3.6,,,,,08/12/2011,1749
c..12.08.2011....18.19..,4581,12/08/2011 18:19,4.089,3.6,,,,,08/12/2011,1819
c..12.08.2011....18.49..,4582,12/08/2011 18:49,4.011,3.6,,,,,08/12/2011,1849
c..12.08.2011....19.19..,4583,12/08/2011 19:19,3.88,3.6,,,,,08/12/2011,1919
c..12.08.2011....19.49..,4584,12/08/2011 19:49,3.67,3.6,,,,,08/12/2011,1949
c..12.08.2011....20.19..,4585,12/08/2011 20:19,3.643,3.6,,,,,08/12/2011,2019
c..12.08.2011....20.49..,4586,12/08/2011 20:49,3.643,3.6,,,,,08/12/2011,2049
c..12.08.2011....21.19..,4587,12/08/2011 21:19,3.564,3.6,,,,,08/12/2011,2119
c..12.08.2011....21.49..,4588,12/08/2011 21:49,3.485,3.6,,,,,08/12/2011,2149
c..12.08.2011....22.19..,4589,12/08/2011 22:19,3.538,3.6,,,,,08/12/2011,2219
c..12.08.2011....22.49..,4590,12/08/2011 22:49,3.617,3.6,,,,,08/12/2011,2249
c..12.08.2011....23.19..,4591,12/08/2011 23:19,3.591,3.6,,,,,08/12/2011,2319
c..12.08.2011....23.49..,4592,12/08/2011 23:49,3.538,3.6,,,,,08/12/2011,2349
c..12.09.2011....00.19..,4593,12/09/2011 00:19,3.485,3.6,,,,,09/12/2011,19
c..12.09.2011....00.49..,4594,12/09/2011 00:49,3.38,3.6,,,,,09/12/2011,49
c..12.09.2011....01.19..,4595,12/09/2011 01:19,3.512,3.6,,,,,09/12/2011,119
c..12.09.2011....01.49..,4596,12/09/2011 01:49,3.459,3.6,,,,,09/12/2011,149
c..12.09.2011....02.19..,4597,12/09/2011 02:19,3.459,3.6,,,,,09/12/2011,219
c..12.09.2011....02.49..,4598,12/09/2011 02:49,3.459,3.6,,,,,09/12/2011,249
c..12.09.2011....03.19..,4599,12/09/2011 03:19,3.406,3.6,,,,,09/12/2011,319
c..12.09.2011....03.49..,4600,12/09/2011 03:49,3.459,3.6,,,,,09/12/2011,349
c..12.09.2011....04.19..,4601,12/09/2011 04:19,3.406,3.6,,,,,09/12/2011,419
c..12.09.2011....04.49..,4602,12/09/2011 04:49,3.274,3.6,,,,,09/12/2011,449
c..12.09.2011....05.19..,4603,12/09/2011 05:19,3.406,3.57,,,,,09/12/2011,519
c..12.09.2011....05.49..,4604,12/09/2011 05:49,3.538,3.6,,,,,09/12/2011,549
c..12.09.2011....06.19..,4605,12/09/2011 06:19,3.564,3.6,,,,,09/12/2011,619
c..12.09.2011....06.49..,4606,12/09/2011 06:49,3.538,3.6,,,,,09/12/2011,649
c..12.09.2011....07.19..,4607,12/09/2011 07:19,3.512,3.6,,,,,09/12/2011,719
c..12.09.2011....07.49..,4608,12/09/2011 07:49,3.248,3.6,,,,,09/12/2011,749
c..12.09.2011....08.19..,4609,12/09/2011 08:19,3.327,3.6,,,,,09/12/2011,819
c..12.09.2011....08.49..,4610,12/09/2011 08:49,3.354,3.6,,,,,09/12/2011,849
c..12.09.2011....09.19..,4611,12/09/2011 09:19,3.301,3.6,,,,,09/12/2011,919
c..12.09.2011....09.49..,4612,12/09/2011 09:49,3.327,3.6,,,,,09/12/2011,949
c..12.09.2011....10.19..,4613,12/09/2011 10:19,3.406,3.6,,,,,09/12/2011,1019
c..12.09.2011....10.49..,4614,12/09/2011 10:49,3.433,3.6,,,,,09/12/2011,1049
c..12.09.2011....11.19..,4615,12/09/2011 11:19,3.38,3.6,,,,,09/12/2011,1119
c..12.09.2011....11.49..,4616,12/09/2011 11:49,3.433,3.6,,,,,09/12/2011,1149
c..12.09.2011....12.19..,4617,12/09/2011 12:19,3.617,3.6,,,,,09/12/2011,1219
c..12.09.2011....12.49..,4618,12/09/2011 12:49,4.011,3.6,,,,,09/12/2011,1249
c..12.09.2011....13.19..,4619,12/09/2011 13:19,4.141,3.6,,,,,09/12/2011,1319
c..12.09.2011....13.49..,4620,12/09/2011 13:49,4.35,3.6,,,,,09/12/2011,1349
c..12.09.2011....14.19..,4621,12/09/2011 14:19,4.48,3.6,,,,,09/12/2011,1419
c..12.09.2011....14.49..,4622,12/09/2011 14:49,4.584,3.6,,,,,09/12/2011,1449
c..12.09.2011....15.19..,4623,12/09/2011 15:19,4.61,3.6,,,,,09/12/2011,1519
c..12.09.2011....15.49..,4624,12/09/2011 15:49,4.584,3.6,,,,,09/12/2011,1549
c..12.09.2011....16.19..,4625,12/09/2011 16:19,4.584,3.6,,,,,09/12/2011,1619
c..12.09.2011....16.49..,4626,12/09/2011 16:49,4.532,3.6,,,,,09/12/2011,1649
c..12.09.2011....17.19..,4627,12/09/2011 17:19,4.532,3.6,,,,,09/12/2011,1719
c..12.09.2011....17.49..,4628,12/09/2011 17:49,4.454,3.6,,,,,09/12/2011,1749
c..12.09.2011....18.19..,4629,12/09/2011 18:19,4.115,3.6,,,,,09/12/2011,1819
c..12.09.2011....18.49..,4630,12/09/2011 18:49,3.775,3.6,,,,,09/12/2011,1849
c..12.09.2011....19.19..,4631,12/09/2011 19:19,3.801,3.6,,,,,09/12/2011,1919
c..12.09.2011....19.49..,4632,12/09/2011 19:49,3.854,3.6,,,,,09/12/2011,1949
c..12.09.2011....20.19..,4633,12/09/2011 20:19,3.775,3.6,,,,,09/12/2011,2019
c..12.09.2011....20.49..,4634,12/09/2011 20:49,3.591,3.6,,,,,09/12/2011,2049
c..12.09.2011....21.19..,4635,12/09/2011 21:19,3.643,3.6,,,,,09/12/2011,2119
c..12.09.2011....21.49..,4636,12/09/2011 21:49,3.696,3.6,,,,,09/12/2011,2149
c..12.09.2011....22.19..,4637,12/09/2011 22:19,3.643,3.6,,,,,09/12/2011,2219
c..12.09.2011....22.49..,4638,12/09/2011 22:49,3.643,3.6,,,,,09/12/2011,2249
c..12.09.2011....23.19..,4639,12/09/2011 23:19,3.564,3.6,,,,,09/12/2011,2319
c..12.09.2011....23.49..,4640,12/09/2011 23:49,3.512,3.6,,,,,09/12/2011,2349
c..12.10.2011....00.19..,4641,12/10/2011 00:19,3.591,3.6,,,,,10/12/2011,19
c..12.10.2011....00.49..,4642,12/10/2011 00:49,3.512,3.6,,,,,10/12/2011,49
c..12.10.2011....01.19..,4643,12/10/2011 01:19,3.591,3.6,,,,,10/12/2011,119
c..12.10.2011....01.49..,4644,12/10/2011 01:49,3.538,3.6,,,,,10/12/2011,149
c..12.10.2011....02.19..,4645,12/10/2011 02:19,3.274,3.6,,,,,10/12/2011,219
c..12.10.2011....02.49..,4646,12/10/2011 02:49,3.274,3.6,,,,,10/12/2011,249
c..12.10.2011....03.19..,4647,12/10/2011 03:19,3.38,3.6,,,,,10/12/2011,319
c..12.10.2011....03.49..,4648,12/10/2011 03:49,3.38,3.6,,,,,10/12/2011,349
c..12.10.2011....04.19..,4649,12/10/2011 04:19,3.485,3.6,,,,,10/12/2011,419
c..12.10.2011....04.49..,4650,12/10/2011 04:49,3.485,3.6,,,,,10/12/2011,449
c..12.10.2011....05.19..,4651,12/10/2011 05:19,3.433,3.6,,,,,10/12/2011,519
c..12.10.2011....05.49..,4652,12/10/2011 05:49,3.591,3.6,,,,,10/12/2011,549
c..12.10.2011....06.19..,4653,12/10/2011 06:19,3.67,3.6,,,,,10/12/2011,619
c..12.10.2011....06.49..,4654,12/10/2011 06:49,3.722,3.6,,,,,10/12/2011,649
c..12.10.2011....07.19..,4655,12/10/2011 07:19,3.722,3.6,,,,,10/12/2011,719
c..12.10.2011....07.49..,4656,12/10/2011 07:49,3.722,3.6,,,,,10/12/2011,749
c..12.10.2011....08.19..,4657,12/10/2011 08:19,3.67,3.6,,,,,10/12/2011,819
c..12.10.2011....08.49..,4658,12/10/2011 08:49,3.643,3.6,,,,,10/12/2011,849
c..12.10.2011....09.19..,4659,12/10/2011 09:19,3.67,3.6,,,,,10/12/2011,919
c..12.10.2011....09.49..,4660,12/10/2011 09:49,3.67,3.6,,,,,10/12/2011,949
c..12.10.2011....10.19..,4661,12/10/2011 10:19,3.722,3.6,,,,,10/12/2011,1019
c..12.10.2011....10.49..,4662,12/10/2011 10:49,3.775,3.6,,,,,10/12/2011,1049
c..12.10.2011....11.19..,4663,12/10/2011 11:19,3.749,3.6,,,,,10/12/2011,1119
c..12.10.2011....11.49..,4664,12/10/2011 11:49,3.749,3.57,,,,,10/12/2011,1149
c..12.10.2011....12.19..,4665,12/10/2011 12:19,3.801,3.6,,,,,10/12/2011,1219
c..12.10.2011....12.49..,4666,12/10/2011 12:49,3.906,3.6,,,,,10/12/2011,1249
c..12.10.2011....13.19..,4667,12/10/2011 13:19,3.854,3.6,,,,,10/12/2011,1319
c..12.10.2011....13.49..,4668,12/10/2011 13:49,3.985,3.6,,,,,10/12/2011,1349
c..12.10.2011....14.19..,4669,12/10/2011 14:19,4.194,3.6,,,,,10/12/2011,1419
c..12.10.2011....14.49..,4670,12/10/2011 14:49,4.454,3.6,,,,,10/12/2011,1449
c..12.10.2011....15.19..,4671,12/10/2011 15:19,4.532,3.6,,,,,10/12/2011,1519
c..12.10.2011....15.49..,4672,12/10/2011 15:49,4.558,3.6,,,,,10/12/2011,1549
c..12.10.2011....16.19..,4673,12/10/2011 16:19,4.48,3.6,,,,,10/12/2011,1619
c..12.10.2011....16.49..,4674,12/10/2011 16:49,4.48,3.6,,,,,10/12/2011,1649
c..12.10.2011....17.19..,4675,12/10/2011 17:19,4.246,3.6,,,,,10/12/2011,1719
c..12.10.2011....17.49..,4676,12/10/2011 17:49,3.88,3.6,,,,,10/12/2011,1749
c..12.10.2011....18.19..,4677,12/10/2011 18:19,3.722,3.6,,,,,10/12/2011,1819
c..12.10.2011....18.49..,4678,12/10/2011 18:49,3.722,3.6,,,,,10/12/2011,1849
c..12.10.2011....19.19..,4679,12/10/2011 19:19,3.749,3.6,,,,,10/12/2011,1919
c..12.10.2011....19.49..,4680,12/10/2011 19:49,3.696,3.6,,,,,10/12/2011,1949
c..12.10.2011....20.19..,4681,12/10/2011 20:19,3.696,3.6,,,,,10/12/2011,2019
c..12.10.2011....20.49..,4682,12/10/2011 20:49,3.67,3.6,,,,,10/12/2011,2049
c..12.10.2011....21.19..,4683,12/10/2011 21:19,3.643,3.6,,,,,10/12/2011,2119
c..12.10.2011....21.49..,4684,12/10/2011 21:49,3.643,3.6,,,,,10/12/2011,2149
c..12.10.2011....22.19..,4685,12/10/2011 22:19,3.617,3.6,,,,,10/12/2011,2219
c..12.10.2011....22.49..,4686,12/10/2011 22:49,3.591,3.6,,,,,10/12/2011,2249
c..12.10.2011....23.19..,4687,12/10/2011 23:19,3.67,3.6,,,,,10/12/2011,2319
c..12.10.2011....23.49..,4688,12/10/2011 23:49,3.67,3.6,,,,,10/12/2011,2349
c..12.11.2011....00.19..,4689,12/11/2011 00:19,3.67,3.6,,,,,11/12/2011,19
c..12.11.2011....00.49..,4690,12/11/2011 00:49,3.696,3.6,,,,,11/12/2011,49
c..12.11.2011....01.19..,4691,12/11/2011 01:19,3.591,3.6,,,,,11/12/2011,119
c..12.11.2011....01.49..,4692,12/11/2011 01:49,3.643,3.6,,,,,11/12/2011,149
c..12.11.2011....02.19..,4693,12/11/2011 02:19,3.643,3.6,,,,,11/12/2011,219
c..12.11.2011....02.49..,4694,12/11/2011 02:49,3.617,3.6,,,,,11/12/2011,249
c..12.11.2011....03.19..,4695,12/11/2011 03:19,3.512,3.6,,,,,11/12/2011,319
c..12.11.2011....03.49..,4696,12/11/2011 03:49,3.459,3.6,,,,,11/12/2011,349
c..12.11.2011....04.19..,4697,12/11/2011 04:19,3.301,3.6,,,,,11/12/2011,419
c..12.11.2011....04.49..,4698,12/11/2011 04:49,3.168,3.6,,,,,11/12/2011,449
c..12.11.2011....05.19..,4699,12/11/2011 05:19,3.036,3.6,,,,,11/12/2011,519
c..12.11.2011....05.49..,4700,12/11/2011 05:49,2.877,3.6,,,,,11/12/2011,549
c..12.11.2011....06.19..,4701,12/11/2011 06:19,2.903,3.6,,,,,11/12/2011,619
c..12.11.2011....06.49..,4702,12/11/2011 06:49,3.168,3.6,,,,,11/12/2011,649
c..12.11.2011....07.19..,4703,12/11/2011 07:19,3.274,3.6,,,,,11/12/2011,719
c..12.11.2011....07.49..,4704,12/11/2011 07:49,3.327,3.6,,,,,11/12/2011,749
c..12.11.2011....08.19..,4705,12/11/2011 08:19,3.327,3.6,,,,,11/12/2011,819
c..12.11.2011....08.49..,4706,12/11/2011 08:49,3.221,3.6,,,,,11/12/2011,849
c..12.11.2011....09.19..,4707,12/11/2011 09:19,3.142,3.6,,,,,11/12/2011,919
