,X.,Date_Time,Temp,Batt..V..,Coupler.Detached..,Coupler.Attached..,Stopped..,End.Of.File..,Date,Time
c..02.18.12....03.49.22..,8008,02/18/12 03:49:22,0.107,3.6,,,,,18/02/2012,34922
c..02.18.12....04.19.22..,8009,02/18/12 04:19:22,0.107,3.6,,,,,18/02/2012,41922
c..02.18.12....04.49.22..,8010,02/18/12 04:49:22,0.107,3.6,,,,,18/02/2012,44922
c..02.18.12....05.19.22..,8011,02/18/12 05:19:22,0.107,3.6,,,,,18/02/2012,51922
c..02.18.12....05.49.22..,8012,02/18/12 05:49:22,0.107,3.6,,,,,18/02/2012,54922
c..02.18.12....06.19.22..,8013,02/18/12 06:19:22,0.107,3.6,,,,,18/02/2012,61922
c..02.18.12....06.49.22..,8014,02/18/12 06:49:22,0.107,3.6,,,,,18/02/2012,64922
c..02.18.12....07.19.22..,8015,02/18/12 07:19:22,0.107,3.6,,,,,18/02/2012,71922
c..02.18.12....07.49.22..,8016,02/18/12 07:49:22,0.107,3.6,,,,,18/02/2012,74922
c..02.18.12....08.19.22..,8017,02/18/12 08:19:22,0.107,3.6,,,,,18/02/2012,81922
c..02.18.12....08.49.22..,8018,02/18/12 08:49:22,0.107,3.6,,,,,18/02/2012,84922
c..02.18.12....09.19.22..,8019,02/18/12 09:19:22,0.107,3.57,,,,,18/02/2012,91922
c..02.18.12....09.49.22..,8020,02/18/12 09:49:22,0.107,3.6,,,,,18/02/2012,94922
c..02.18.12....10.19.22..,8021,02/18/12 10:19:22,0.107,3.6,,,,,18/02/2012,101922
c..02.18.12....10.49.22..,8022,02/18/12 10:49:22,0.107,3.6,,,,,18/02/2012,104922
c..02.18.12....11.19.22..,8023,02/18/12 11:19:22,0.107,3.6,,,,,18/02/2012,111922
c..02.18.12....11.49.22..,8024,02/18/12 11:49:22,0.107,3.6,,,,,18/02/2012,114922
c..02.18.12....12.19.22...1,8025,02/18/12 12:19:22,0.107,3.6,,,,,18/02/2012,123122
c..02.18.12....12.49.22...1,8026,02/18/12 12:49:22,0.107,3.6,,,,,18/02/2012,126122
c..02.18.12....01.19.22...1,8027,02/18/12 01:19:22,0.107,3.6,,,,,18/02/2012,13122
c..02.18.12....01.49.22...1,8028,02/18/12 01:49:22,0.107,3.6,,,,,18/02/2012,16122
c..02.18.12....02.19.22...1,8029,02/18/12 02:19:22,0.107,3.6,,,,,18/02/2012,23122
c..02.18.12....02.49.22...1,8030,02/18/12 02:49:22,0.107,3.6,,,,,18/02/2012,26122
c..02.18.12....03.19.22...1,8031,02/18/12 03:19:22,0.107,3.6,,,,,18/02/2012,33122
c..02.18.12....03.49.22...1,8032,02/18/12 03:49:22,0.107,3.6,,,,,18/02/2012,36122
c..02.18.12....04.19.22...1,8033,02/18/12 04:19:22,0.107,3.6,,,,,18/02/2012,43122
c..02.18.12....04.49.22...1,8034,02/18/12 04:49:22,0.107,3.6,,,,,18/02/2012,46122
c..02.18.12....05.19.22...1,8035,02/18/12 05:19:22,0.107,3.6,,,,,18/02/2012,53122
c..02.18.12....05.49.22...1,8036,02/18/12 05:49:22,0.107,3.6,,,,,18/02/2012,56122
c..02.18.12....06.19.22...1,8037,02/18/12 06:19:22,0.107,3.6,,,,,18/02/2012,63122
c..02.18.12....06.49.22...1,8038,02/18/12 06:49:22,0.107,3.6,,,,,18/02/2012,66122
c..02.18.12....07.19.22...1,8039,02/18/12 07:19:22,0.107,3.6,,,,,18/02/2012,73122
c..02.18.12....07.49.22...1,8040,02/18/12 07:49:22,0.107,3.6,,,,,18/02/2012,76122
c..02.18.12....08.19.22...1,8041,02/18/12 08:19:22,0.107,3.6,,,,,18/02/2012,83122
c..02.18.12....08.49.22...1,8042,02/18/12 08:49:22,0.107,3.6,,,,,18/02/2012,86122
c..02.18.12....09.19.22...1,8043,02/18/12 09:19:22,0.107,3.6,,,,,18/02/2012,93122
c..02.18.12....09.49.22...1,8044,02/18/12 09:49:22,0.107,3.6,,,,,18/02/2012,96122
c..02.18.12....10.19.22...1,8045,02/18/12 10:19:22,0.107,3.6,,,,,18/02/2012,103122
c..02.18.12....10.49.22...1,8046,02/18/12 10:49:22,0.107,3.6,,,,,18/02/2012,106122
c..02.18.12....11.19.22...1,8047,02/18/12 11:19:22,0.107,3.6,,,,,18/02/2012,113122
c..02.18.12....11.49.22...1,8048,02/18/12 11:49:22,0.107,3.6,,,,,18/02/2012,116122
c..02.19.12....12.19.22..,8049,02/19/12 12:19:22,0.107,3.6,,,,,19/02/2012,121922
c..02.19.12....12.49.22..,8050,02/19/12 12:49:22,0.107,3.6,,,,,19/02/2012,124922
c..02.19.12....01.19.22..,8051,02/19/12 01:19:22,0.107,3.6,,,,,19/02/2012,11922
c..02.19.12....01.49.22..,8052,02/19/12 01:49:22,0.107,3.6,,,,,19/02/2012,14922
c..02.19.12....02.19.22..,8053,02/19/12 02:19:22,0.107,3.6,,,,,19/02/2012,21922
c..02.19.12....02.49.22..,8054,02/19/12 02:49:22,0.107,3.6,,,,,19/02/2012,24922
c..02.19.12....03.19.22..,8055,02/19/12 03:19:22,0.107,3.6,,,,,19/02/2012,31922
c..02.19.12....03.49.22..,8056,02/19/12 03:49:22,0.107,3.6,,,,,19/02/2012,34922
c..02.19.12....04.19.22..,8057,02/19/12 04:19:22,0.107,3.6,,,,,19/02/2012,41922
c..02.19.12....04.49.22..,8058,02/19/12 04:49:22,0.107,3.6,,,,,19/02/2012,44922
c..02.19.12....05.19.22..,8059,02/19/12 05:19:22,0.107,3.6,,,,,19/02/2012,51922
c..02.19.12....05.49.22..,8060,02/19/12 05:49:22,0.107,3.6,,,,,19/02/2012,54922
c..02.19.12....06.19.22..,8061,02/19/12 06:19:22,0.107,3.6,,,,,19/02/2012,61922
c..02.19.12....06.49.22..,8062,02/19/12 06:49:22,0.107,3.6,,,,,19/02/2012,64922
c..02.19.12....07.19.22..,8063,02/19/12 07:19:22,0.107,3.6,,,,,19/02/2012,71922
c..02.19.12....07.49.22..,8064,02/19/12 07:49:22,0.107,3.6,,,,,19/02/2012,74922
c..02.19.12....08.19.22..,8065,02/19/12 08:19:22,0.107,3.6,,,,,19/02/2012,81922
c..02.19.12....08.49.22..,8066,02/19/12 08:49:22,0.107,3.6,,,,,19/02/2012,84922
c..02.19.12....09.19.22..,8067,02/19/12 09:19:22,0.107,3.6,,,,,19/02/2012,91922
c..02.19.12....09.49.22..,8068,02/19/12 09:49:22,0.107,3.6,,,,,19/02/2012,94922
c..02.19.12....10.19.22..,8069,02/19/12 10:19:22,0.107,3.6,,,,,19/02/2012,101922
c..02.19.12....10.49.22..,8070,02/19/12 10:49:22,0.107,3.6,,,,,19/02/2012,104922
c..02.19.12....11.19.22..,8071,02/19/12 11:19:22,0.107,3.6,,,,,19/02/2012,111922
c..02.19.12....11.49.22..,8072,02/19/12 11:49:22,0.107,3.6,,,,,19/02/2012,114922
c..02.19.12....12.19.22...1,8073,02/19/12 12:19:22,0.107,3.6,,,,,19/02/2012,123122
c..02.19.12....12.49.22...1,8074,02/19/12 12:49:22,0.107,3.6,,,,,19/02/2012,126122
c..02.19.12....01.19.22...1,8075,02/19/12 01:19:22,0.107,3.6,,,,,19/02/2012,13122
c..02.19.12....01.49.22...1,8076,02/19/12 01:49:22,0.107,3.6,,,,,19/02/2012,16122
c..02.19.12....02.19.22...1,8077,02/19/12 02:19:22,0.107,3.6,,,,,19/02/2012,23122
c..02.19.12....02.49.22...1,8078,02/19/12 02:49:22,0.107,3.6,,,,,19/02/2012,26122
c..02.19.12....03.19.22...1,8079,02/19/12 03:19:22,0.107,3.6,,,,,19/02/2012,33122
c..02.19.12....03.49.22...1,8080,02/19/12 03:49:22,0.107,3.57,,,,,19/02/2012,36122
c..02.19.12....04.19.22...1,8081,02/19/12 04:19:22,0.107,3.6,,,,,19/02/2012,43122
c..02.19.12....04.49.22...1,8082,02/19/12 04:49:22,0.107,3.6,,,,,19/02/2012,46122
c..02.19.12....05.19.22...1,8083,02/19/12 05:19:22,0.107,3.6,,,,,19/02/2012,53122
c..02.19.12....05.49.22...1,8084,02/19/12 05:49:22,0.107,3.6,,,,,19/02/2012,56122
c..02.19.12....06.19.22...1,8085,02/19/12 06:19:22,0.107,3.6,,,,,19/02/2012,63122
c..02.19.12....06.49.22...1,8086,02/19/12 06:49:22,0.107,3.6,,,,,19/02/2012,66122
c..02.19.12....07.19.22...1,8087,02/19/12 07:19:22,0.079,3.6,,,,,19/02/2012,73122
c..02.19.12....07.49.22...1,8088,02/19/12 07:49:22,0.107,3.6,,,,,19/02/2012,76122
c..02.19.12....08.19.22...1,8089,02/19/12 08:19:22,0.135,3.6,,,,,19/02/2012,83122
c..02.19.12....08.49.22...1,8090,02/19/12 08:49:22,0.135,3.6,,,,,19/02/2012,86122
c..02.19.12....09.19.22...1,8091,02/19/12 09:19:22,0.135,3.6,,,,,19/02/2012,93122
c..02.19.12....09.49.22...1,8092,02/19/12 09:49:22,0.135,3.6,,,,,19/02/2012,96122
c..02.19.12....10.19.22...1,8093,02/19/12 10:19:22,0.135,3.6,,,,,19/02/2012,103122
c..02.19.12....10.49.22...1,8094,02/19/12 10:49:22,0.107,3.6,,,,,19/02/2012,106122
c..02.19.12....11.19.22...1,8095,02/19/12 11:19:22,0.107,3.6,,,,,19/02/2012,113122
c..02.19.12....11.49.22...1,8096,02/19/12 11:49:22,0.107,3.6,,,,,19/02/2012,116122
c..02.20.12....12.19.22..,8097,02/20/12 12:19:22,0.107,3.6,,,,,20/02/2012,121922
c..02.20.12....12.49.22..,8098,02/20/12 12:49:22,0.079,3.6,,,,,20/02/2012,124922
c..02.20.12....01.19.22..,8099,02/20/12 01:19:22,0.079,3.6,,,,,20/02/2012,11922
c..02.20.12....01.49.22..,8100,02/20/12 01:49:22,0.079,3.6,,,,,20/02/2012,14922
c..02.20.12....02.19.22..,8101,02/20/12 02:19:22,0.079,3.6,,,,,20/02/2012,21922
c..02.20.12....02.49.22..,8102,02/20/12 02:49:22,0.079,3.6,,,,,20/02/2012,24922
c..02.20.12....03.19.22..,8103,02/20/12 03:19:22,0.079,3.6,,,,,20/02/2012,31922
c..02.20.12....03.49.22..,8104,02/20/12 03:49:22,0.079,3.6,,,,,20/02/2012,34922
c..02.20.12....04.19.22..,8105,02/20/12 04:19:22,0.079,3.6,,,,,20/02/2012,41922
c..02.20.12....04.49.22..,8106,02/20/12 04:49:22,0.079,3.6,,,,,20/02/2012,44922
c..02.20.12....05.19.22..,8107,02/20/12 05:19:22,0.079,3.6,,,,,20/02/2012,51922
c..02.20.12....05.49.22..,8108,02/20/12 05:49:22,0.079,3.6,,,,,20/02/2012,54922
c..02.20.12....06.19.22..,8109,02/20/12 06:19:22,0.079,3.6,,,,,20/02/2012,61922
c..02.20.12....06.49.22..,8110,02/20/12 06:49:22,0.079,3.6,,,,,20/02/2012,64922
c..02.20.12....07.19.22..,8111,02/20/12 07:19:22,0.107,3.6,,,,,20/02/2012,71922
c..02.20.12....07.49.22..,8112,02/20/12 07:49:22,0.107,3.6,,,,,20/02/2012,74922
c..02.20.12....08.19.22..,8113,02/20/12 08:19:22,0.107,3.6,,,,,20/02/2012,81922
c..02.20.12....08.49.22..,8114,02/20/12 08:49:22,0.079,3.6,,,,,20/02/2012,84922
c..02.20.12....09.19.22..,8115,02/20/12 09:19:22,0.079,3.6,,,,,20/02/2012,91922
c..02.20.12....09.49.22..,8116,02/20/12 09:49:22,0.079,3.6,,,,,20/02/2012,94922
c..02.20.12....10.19.22..,8117,02/20/12 10:19:22,0.079,3.6,,,,,20/02/2012,101922
c..02.20.12....10.49.22..,8118,02/20/12 10:49:22,0.079,3.6,,,,,20/02/2012,104922
c..02.20.12....11.19.22..,8119,02/20/12 11:19:22,0.079,3.6,,,,,20/02/2012,111922
c..02.20.12....11.49.22..,8120,02/20/12 11:49:22,0.079,3.6,,,,,20/02/2012,114922
c..02.20.12....12.19.22...1,8121,02/20/12 12:19:22,0.079,3.6,,,,,20/02/2012,123122
c..02.20.12....12.49.22...1,8122,02/20/12 12:49:22,0.079,3.6,,,,,20/02/2012,126122
c..02.20.12....01.19.22...1,8123,02/20/12 01:19:22,0.079,3.6,,,,,20/02/2012,13122
c..02.20.12....01.49.22...1,8124,02/20/12 01:49:22,0.079,3.6,,,,,20/02/2012,16122
c..02.20.12....02.19.22...1,8125,02/20/12 02:19:22,0.079,3.6,,,,,20/02/2012,23122
c..02.20.12....02.49.22...1,8126,02/20/12 02:49:22,0.079,3.6,,,,,20/02/2012,26122
c..02.20.12....03.19.22...1,8127,02/20/12 03:19:22,0.107,3.6,,,,,20/02/2012,33122
c..02.20.12....03.49.22...1,8128,02/20/12 03:49:22,0.107,3.6,,,,,20/02/2012,36122
c..02.20.12....04.19.22...1,8129,02/20/12 04:19:22,0.107,3.6,,,,,20/02/2012,43122
c..02.20.12....04.49.22...1,8130,02/20/12 04:49:22,0.079,3.6,,,,,20/02/2012,46122
c..02.20.12....05.19.22...1,8131,02/20/12 05:19:22,0.079,3.6,,,,,20/02/2012,53122
c..02.20.12....05.49.22...1,8132,02/20/12 05:49:22,0.107,3.6,,,,,20/02/2012,56122
c..02.20.12....06.19.22...1,8133,02/20/12 06:19:22,0.107,3.6,,,,,20/02/2012,63122
c..02.20.12....06.49.22...1,8134,02/20/12 06:49:22,0.079,3.6,,,,,20/02/2012,66122
c..02.20.12....07.19.22...1,8135,02/20/12 07:19:22,0.107,3.6,,,,,20/02/2012,73122
c..02.20.12....07.49.22...1,8136,02/20/12 07:49:22,0.107,3.6,,,,,20/02/2012,76122
c..02.20.12....08.19.22...1,8137,02/20/12 08:19:22,0.107,3.6,,,,,20/02/2012,83122
c..02.20.12....08.49.22...1,8138,02/20/12 08:49:22,0.079,3.6,,,,,20/02/2012,86122
c..02.20.12....09.19.22...1,8139,02/20/12 09:19:22,0.079,3.6,,,,,20/02/2012,93122
c..02.20.12....09.49.22...1,8140,02/20/12 09:49:22,0.079,3.6,,,,,20/02/2012,96122
c..02.20.12....10.19.22...1,8141,02/20/12 10:19:22,0.079,3.57,,,,,20/02/2012,103122
c..02.20.12....10.49.22...1,8142,02/20/12 10:49:22,0.079,3.6,,,,,20/02/2012,106122
c..02.20.12....11.19.22...1,8143,02/20/12 11:19:22,0.079,3.6,,,,,20/02/2012,113122
c..02.20.12....11.49.22...1,8144,02/20/12 11:49:22,0.079,3.6,,,,,20/02/2012,116122
c..02.21.12....12.19.22..,8145,02/21/12 12:19:22,0.079,3.6,,,,,21/02/2012,121922
c..02.21.12....12.49.22..,8146,02/21/12 12:49:22,0.079,3.6,,,,,21/02/2012,124922
c..02.21.12....01.19.22..,8147,02/21/12 01:19:22,0.079,3.6,,,,,21/02/2012,11922
c..02.21.12....01.49.22..,8148,02/21/12 01:49:22,0.079,3.6,,,,,21/02/2012,14922
c..02.21.12....02.19.22..,8149,02/21/12 02:19:22,0.079,3.6,,,,,21/02/2012,21922
c..02.21.12....02.49.22..,8150,02/21/12 02:49:22,0.079,3.6,,,,,21/02/2012,24922
c..02.21.12....03.19.22..,8151,02/21/12 03:19:22,0.079,3.6,,,,,21/02/2012,31922
c..02.21.12....03.49.22..,8152,02/21/12 03:49:22,0.079,3.6,,,,,21/02/2012,34922
c..02.21.12....04.19.22..,8153,02/21/12 04:19:22,0.079,3.6,,,,,21/02/2012,41922
c..02.21.12....04.49.22..,8154,02/21/12 04:49:22,0.107,3.6,,,,,21/02/2012,44922
c..02.21.12....05.19.22..,8155,02/21/12 05:19:22,0.107,3.6,,,,,21/02/2012,51922
c..02.21.12....05.49.22..,8156,02/21/12 05:49:22,0.107,3.6,,,,,21/02/2012,54922
c..02.21.12....06.19.22..,8157,02/21/12 06:19:22,0.107,3.6,,,,,21/02/2012,61922
c..02.21.12....06.49.22..,8158,02/21/12 06:49:22,0.107,3.6,,,,,21/02/2012,64922
c..02.21.12....07.19.22..,8159,02/21/12 07:19:22,0.107,3.6,,,,,21/02/2012,71922
c..02.21.12....07.49.22..,8160,02/21/12 07:49:22,0.107,3.6,,,,,21/02/2012,74922
c..02.21.12....08.19.22..,8161,02/21/12 08:19:22,0.107,3.6,,,,,21/02/2012,81922
c..02.21.12....08.49.22..,8162,02/21/12 08:49:22,0.107,3.6,,,,,21/02/2012,84922
c..02.21.12....09.19.22..,8163,02/21/12 09:19:22,0.107,3.6,,,,,21/02/2012,91922
c..02.21.12....09.49.22..,8164,02/21/12 09:49:22,0.107,3.6,,,,,21/02/2012,94922
c..02.21.12....10.19.22..,8165,02/21/12 10:19:22,0.107,3.6,,,,,21/02/2012,101922
c..02.21.12....10.49.22..,8166,02/21/12 10:49:22,0.107,3.6,,,,,21/02/2012,104922
c..02.21.12....11.19.22..,8167,02/21/12 11:19:22,0.107,3.6,,,,,21/02/2012,111922
c..02.21.12....11.49.22..,8168,02/21/12 11:49:22,0.107,3.6,,,,,21/02/2012,114922
c..02.21.12....12.19.22...1,8169,02/21/12 12:19:22,0.107,3.6,,,,,21/02/2012,123122
c..02.21.12....12.49.22...1,8170,02/21/12 12:49:22,0.107,3.6,,,,,21/02/2012,126122
c..02.21.12....01.19.22...1,8171,02/21/12 01:19:22,0.107,3.6,,,,,21/02/2012,13122
c..02.21.12....01.49.22...1,8172,02/21/12 01:49:22,0.107,3.6,,,,,21/02/2012,16122
c..02.21.12....02.19.22...1,8173,02/21/12 02:19:22,0.107,3.6,,,,,21/02/2012,23122
c..02.21.12....02.49.22...1,8174,02/21/12 02:49:22,0.107,3.6,,,,,21/02/2012,26122
c..02.21.12....03.19.22...1,8175,02/21/12 03:19:22,0.107,3.6,,,,,21/02/2012,33122
c..02.21.12....03.49.22...1,8176,02/21/12 03:49:22,0.107,3.6,,,,,21/02/2012,36122
c..02.21.12....04.19.22...1,8177,02/21/12 04:19:22,0.107,3.6,,,,,21/02/2012,43122
c..02.21.12....04.49.22...1,8178,02/21/12 04:49:22,0.107,3.6,,,,,21/02/2012,46122
c..02.21.12....05.19.22...1,8179,02/21/12 05:19:22,0.107,3.6,,,,,21/02/2012,53122
c..02.21.12....05.49.22...1,8180,02/21/12 05:49:22,0.107,3.6,,,,,21/02/2012,56122
c..02.21.12....06.19.22...1,8181,02/21/12 06:19:22,0.107,3.6,,,,,21/02/2012,63122
c..02.21.12....06.49.22...1,8182,02/21/12 06:49:22,0.107,3.6,,,,,21/02/2012,66122
c..02.21.12....07.19.22...1,8183,02/21/12 07:19:22,0.107,3.6,,,,,21/02/2012,73122
c..02.21.12....07.49.22...1,8184,02/21/12 07:49:22,0.107,3.6,,,,,21/02/2012,76122
c..02.21.12....08.19.22...1,8185,02/21/12 08:19:22,0.107,3.6,,,,,21/02/2012,83122
c..02.21.12....08.49.22...1,8186,02/21/12 08:49:22,0.107,3.6,,,,,21/02/2012,86122
c..02.21.12....09.19.22...1,8187,02/21/12 09:19:22,0.079,3.6,,,,,21/02/2012,93122
c..02.21.12....09.49.22...1,8188,02/21/12 09:49:22,0.107,3.6,,,,,21/02/2012,96122
c..02.21.12....10.19.22...1,8189,02/21/12 10:19:22,0.107,3.6,,,,,21/02/2012,103122
c..02.21.12....10.49.22...1,8190,02/21/12 10:49:22,0.107,3.6,,,,,21/02/2012,106122
c..02.21.12....11.19.22...1,8191,02/21/12 11:19:22,0.079,3.6,,,,,21/02/2012,113122
c..02.21.12....11.49.22...1,8192,02/21/12 11:49:22,0.107,3.6,,,,,21/02/2012,116122
c..02.22.12....12.19.22..,8193,02/22/12 12:19:22,0.107,3.6,,,,,22/02/2012,121922
c..02.22.12....12.49.22..,8194,02/22/12 12:49:22,0.107,3.6,,,,,22/02/2012,124922
c..02.22.12....01.19.22..,8195,02/22/12 01:19:22,0.107,3.6,,,,,22/02/2012,11922
c..02.22.12....01.49.22..,8196,02/22/12 01:49:22,0.107,3.6,,,,,22/02/2012,14922
c..02.22.12....02.19.22..,8197,02/22/12 02:19:22,0.107,3.6,,,,,22/02/2012,21922
c..02.22.12....02.49.22..,8198,02/22/12 02:49:22,0.107,3.6,,,,,22/02/2012,24922
c..02.22.12....03.19.22..,8199,02/22/12 03:19:22,0.107,3.6,,,,,22/02/2012,31922
c..02.22.12....03.49.22..,8200,02/22/12 03:49:22,0.107,3.6,,,,,22/02/2012,34922
c..02.22.12....04.19.22..,8201,02/22/12 04:19:22,0.107,3.6,,,,,22/02/2012,41922
c..02.22.12....04.49.22..,8202,02/22/12 04:49:22,0.107,3.57,,,,,22/02/2012,44922
c..02.22.12....05.19.22..,8203,02/22/12 05:19:22,0.107,3.6,,,,,22/02/2012,51922
c..02.22.12....05.49.22..,8204,02/22/12 05:49:22,0.107,3.6,,,,,22/02/2012,54922
c..02.22.12....06.19.22..,8205,02/22/12 06:19:22,0.107,3.6,,,,,22/02/2012,61922
c..02.22.12....06.49.22..,8206,02/22/12 06:49:22,0.107,3.6,,,,,22/02/2012,64922
c..02.22.12....07.19.22..,8207,02/22/12 07:19:22,0.107,3.6,,,,,22/02/2012,71922
c..02.22.12....07.49.22..,8208,02/22/12 07:49:22,0.107,3.6,,,,,22/02/2012,74922
c..02.22.12....08.19.22..,8209,02/22/12 08:19:22,0.107,3.6,,,,,22/02/2012,81922
c..02.22.12....08.49.22..,8210,02/22/12 08:49:22,0.107,3.6,,,,,22/02/2012,84922
c..02.22.12....09.19.22..,8211,02/22/12 09:19:22,0.079,3.6,,,,,22/02/2012,91922
c..02.22.12....09.49.22..,8212,02/22/12 09:49:22,0.107,3.6,,,,,22/02/2012,94922
c..02.22.12....10.19.22..,8213,02/22/12 10:19:22,0.107,3.6,,,,,22/02/2012,101922
c..02.22.12....10.49.22..,8214,02/22/12 10:49:22,0.107,3.6,,,,,22/02/2012,104922
c..02.22.12....11.19.22..,8215,02/22/12 11:19:22,0.107,3.6,,,,,22/02/2012,111922
c..02.22.12....11.49.22..,8216,02/22/12 11:49:22,0.107,3.6,,,,,22/02/2012,114922
c..02.22.12....12.19.22...1,8217,02/22/12 12:19:22,0.079,3.6,,,,,22/02/2012,123122
c..02.22.12....12.49.22...1,8218,02/22/12 12:49:22,0.107,3.6,,,,,22/02/2012,126122
c..02.22.12....01.19.22...1,8219,02/22/12 01:19:22,0.107,3.6,,,,,22/02/2012,13122
c..02.22.12....01.49.22...1,8220,02/22/12 01:49:22,0.107,3.6,,,,,22/02/2012,16122
c..02.22.12....02.19.22...1,8221,02/22/12 02:19:22,0.107,3.6,,,,,22/02/2012,23122
c..02.22.12....02.49.22...1,8222,02/22/12 02:49:22,0.107,3.6,,,,,22/02/2012,26122
c..02.22.12....03.19.22...1,8223,02/22/12 03:19:22,0.107,3.6,,,,,22/02/2012,33122
c..02.22.12....03.49.22...1,8224,02/22/12 03:49:22,0.107,3.6,,,,,22/02/2012,36122
c..02.22.12....04.19.22...1,8225,02/22/12 04:19:22,0.107,3.6,,,,,22/02/2012,43122
c..02.22.12....04.49.22...1,8226,02/22/12 04:49:22,0.079,3.6,,,,,22/02/2012,46122
c..02.22.12....05.19.22...1,8227,02/22/12 05:19:22,0.107,3.6,,,,,22/02/2012,53122
c..02.22.12....05.49.22...1,8228,02/22/12 05:49:22,0.107,3.6,,,,,22/02/2012,56122
c..02.22.12....06.19.22...1,8229,02/22/12 06:19:22,0.079,3.6,,,,,22/02/2012,63122
c..02.22.12....06.49.22...1,8230,02/22/12 06:49:22,0.079,3.6,,,,,22/02/2012,66122
c..02.22.12....07.19.22...1,8231,02/22/12 07:19:22,0.107,3.6,,,,,22/02/2012,73122
c..02.22.12....07.49.22...1,8232,02/22/12 07:49:22,0.107,3.6,,,,,22/02/2012,76122
c..02.22.12....08.19.22...1,8233,02/22/12 08:19:22,0.079,3.6,,,,,22/02/2012,83122
c..02.22.12....08.49.22...1,8234,02/22/12 08:49:22,0.079,3.6,,,,,22/02/2012,86122
c..02.22.12....09.19.22...1,8235,02/22/12 09:19:22,0.079,3.6,,,,,22/02/2012,93122
c..02.22.12....09.49.22...1,8236,02/22/12 09:49:22,0.079,3.6,,,,,22/02/2012,96122
c..02.22.12....10.19.22...1,8237,02/22/12 10:19:22,0.079,3.6,,,,,22/02/2012,103122
c..02.22.12....10.49.22...1,8238,02/22/12 10:49:22,0.079,3.6,,,,,22/02/2012,106122
c..02.22.12....11.19.22...1,8239,02/22/12 11:19:22,0.107,3.6,,,,,22/02/2012,113122
c..02.22.12....11.49.22...1,8240,02/22/12 11:49:22,0.107,3.6,,,,,22/02/2012,116122
c..02.23.12....12.19.22..,8241,02/23/12 12:19:22,0.107,3.6,,,,,23/02/2012,121922
c..02.23.12....12.49.22..,8242,02/23/12 12:49:22,0.079,3.6,,,,,23/02/2012,124922
c..02.23.12....01.19.22..,8243,02/23/12 01:19:22,0.079,3.6,,,,,23/02/2012,11922
c..02.23.12....01.49.22..,8244,02/23/12 01:49:22,0.079,3.6,,,,,23/02/2012,14922
c..02.23.12....02.19.22..,8245,02/23/12 02:19:22,0.079,3.6,,,,,23/02/2012,21922
c..02.23.12....02.49.22..,8246,02/23/12 02:49:22,0.107,3.6,,,,,23/02/2012,24922
c..02.23.12....03.19.22..,8247,02/23/12 03:19:22,0.107,3.6,,,,,23/02/2012,31922
c..02.23.12....03.49.22..,8248,02/23/12 03:49:22,0.107,3.6,,,,,23/02/2012,34922
c..02.23.12....04.19.22..,8249,02/23/12 04:19:22,0.079,3.6,,,,,23/02/2012,41922
c..02.23.12....04.49.22..,8250,02/23/12 04:49:22,0.107,3.6,,,,,23/02/2012,44922
c..02.23.12....05.19.22..,8251,02/23/12 05:19:22,0.107,3.6,,,,,23/02/2012,51922
c..02.23.12....05.49.22..,8252,02/23/12 05:49:22,0.107,3.6,,,,,23/02/2012,54922
c..02.23.12....06.19.22..,8253,02/23/12 06:19:22,0.107,3.6,,,,,23/02/2012,61922
c..02.23.12....06.49.22..,8254,02/23/12 06:49:22,0.107,3.6,,,,,23/02/2012,64922
c..02.23.12....07.19.22..,8255,02/23/12 07:19:22,0.107,3.6,,,,,23/02/2012,71922
c..02.23.12....07.49.22..,8256,02/23/12 07:49:22,0.107,3.6,,,,,23/02/2012,74922
c..02.23.12....08.19.22..,8257,02/23/12 08:19:22,0.107,3.6,,,,,23/02/2012,81922
c..02.23.12....08.49.22..,8258,02/23/12 08:49:22,0.107,3.6,,,,,23/02/2012,84922
c..02.23.12....09.19.22..,8259,02/23/12 09:19:22,0.079,3.6,,,,,23/02/2012,91922
c..02.23.12....09.49.22..,8260,02/23/12 09:49:22,0.079,3.6,,,,,23/02/2012,94922
c..02.23.12....10.19.22..,8261,02/23/12 10:19:22,0.107,3.6,,,,,23/02/2012,101922
c..02.23.12....10.49.22..,8262,02/23/12 10:49:22,0.107,3.6,,,,,23/02/2012,104922
c..02.23.12....11.19.22..,8263,02/23/12 11:19:22,0.107,3.57,,,,,23/02/2012,111922
c..02.23.12....11.49.22..,8264,02/23/12 11:49:22,0.107,3.6,,,,,23/02/2012,114922
c..02.23.12....12.19.22...1,8265,02/23/12 12:19:22,0.107,3.6,,,,,23/02/2012,123122
c..02.23.12....12.49.22...1,8266,02/23/12 12:49:22,0.107,3.6,,,,,23/02/2012,126122
c..02.23.12....01.19.22...1,8267,02/23/12 01:19:22,0.079,3.6,,,,,23/02/2012,13122
c..02.23.12....01.49.22...1,8268,02/23/12 01:49:22,0.107,3.6,,,,,23/02/2012,16122
c..02.23.12....02.19.22...1,8269,02/23/12 02:19:22,0.079,3.6,,,,,23/02/2012,23122
c..02.23.12....02.49.22...1,8270,02/23/12 02:49:22,0.107,3.6,,,,,23/02/2012,26122
c..02.23.12....03.19.22...1,8271,02/23/12 03:19:22,0.107,3.6,,,,,23/02/2012,33122
c..02.23.12....03.49.22...1,8272,02/23/12 03:49:22,0.079,3.6,,,,,23/02/2012,36122
