,Date,Temp
110008,11/08/2015,20.174
310004,11/08/2015,21.437
410004,11/08/2015,22.441
510004,11/08/2015,23.833
69038,11/08/2015,24.267
71008,11/08/2015,26.036
81008,11/08/2015,28.941
91008,11/08/2015,30.672
101008,11/08/2015,31.586
111008,11/08/2015,41.298
121008,11/08/2015,45.467
131008,11/08/2015,42.953
141008,11/08/2015,41.414
151008,11/08/2015,32.742
161008,11/08/2015,18.129
171006,11/08/2015,18.295
181005,11/08/2015,18.152
191005,11/08/2015,18.081
201004,11/08/2015,18.105
211004,11/08/2015,18.366
221004,11/08/2015,18.438
231004,11/08/2015,18.485
241004,11/08/2015,18.485
251004,11/08/2015,18.366
261004,11/08/2015,18.247
271004,11/08/2015,18.129
281004,11/08/2015,18.366
291004,11/08/2015,18.39
301003,11/08/2015,18.343
311004,11/08/2015,18.295
321004,11/08/2015,17.915
331004,11/08/2015,17.915
341004,11/08/2015,18.438
351004,12/08/2015,18.414
361004,12/08/2015,18.271
371004,12/08/2015,18.081
381004,12/08/2015,18.105
391004,12/08/2015,17.986
401004,12/08/2015,17.986
411004,12/08/2015,17.938
421004,12/08/2015,17.819
431004,12/08/2015,17.915
441004,12/08/2015,17.653
451004,12/08/2015,17.724
461004,12/08/2015,17.701
471004,12/08/2015,17.463
481004,12/08/2015,17.629
491004,12/08/2015,17.439
501004,12/08/2015,17.534
511004,12/08/2015,17.558
521004,12/08/2015,17.677
531004,12/08/2015,17.867
541004,12/08/2015,17.915
551004,12/08/2015,17.986
561004,12/08/2015,18.081
571004,12/08/2015,18.152
581004,12/08/2015,18.129
591004,12/08/2015,18.152
601004,12/08/2015,18.176
611004,12/08/2015,18.319
621004,12/08/2015,18.39
631004,12/08/2015,18.675
641004,12/08/2015,18.818
651004,12/08/2015,18.699
661004,12/08/2015,18.747
671004,12/08/2015,18.866
681004,12/08/2015,19.008
69108,12/08/2015,18.985
70108,12/08/2015,19.008
71108,12/08/2015,18.913
72108,12/08/2015,18.866
73108,12/08/2015,18.699
74108,12/08/2015,18.509
75108,12/08/2015,18.58
76108,12/08/2015,18.818
77108,12/08/2015,18.794
78108,12/08/2015,18.723
