"","Date","Max","Min"
"1","01/01/2018",0.246,0.107
"2","02/01/2018",0.246,0.079
"3","03/01/2018",0.135,0.079
"4","04/01/2018",0.135,0.079
"5","05/01/2018",0.163,0.107
"6","06/01/2018",0.19,0.135
"7","07/01/2018",0.246,0.19
"8","08/01/2018",0.218,0.163
"9","09/01/2018",0.163,0.135
"10","10/01/2018",0.163,0.135
"11","11/01/2018",0.19,0.135
"12","12/01/2018",0.218,0.163
"13","13/01/2018",0.19,0.135
"14","14/01/2018",0.246,0.135
"15","15/01/2018",0.246,0.218
"16","16/01/2018",0.218,0.079
"17","17/01/2018",0.135,0.079
"18","18/01/2018",0.163,0.107
"19","19/01/2018",0.19,0.135
"20","20/01/2018",0.19,0.079
"21","21/01/2018",0.107,0.024
"22","22/01/2018",0.107,0.079
"23","23/01/2018",0.135,0.079
"24","24/01/2018",0.163,0.107
"25","25/01/2018",0.163,0.135
"26","26/01/2018",0.218,0.135
"27","27/01/2018",0.163,0.079
"28","28/01/2018",0.135,0.107
"29","29/01/2018",0.135,0.135
"30","30/01/2018",0.135,0.135
"31","31/01/2018",0.163,0.135
"32","01/02/2018",0.135,0.107
"33","02/02/2018",0.135,0.107
"34","03/02/2018",0.163,0.107
"35","04/02/2018",0.135,0.107
"36","05/02/2018",0.135,0.107
"37","06/02/2018",0.163,0.107
"38","07/02/2018",0.19,0.107
"39","08/02/2018",0.19,0.107
"40","09/02/2018",0.19,0.107
"41","10/02/2018",0.163,0.107
"42","11/02/2018",0.135,0.107
"43","12/02/2018",0.135,0.107
"44","13/02/2018",0.19,0.135
"45","14/02/2018",0.218,0.163
"46","15/02/2018",0.19,0.107
"47","16/02/2018",0.135,0.135
"48","17/02/2018",0.135,0.135
"49","18/02/2018",0.135,0.107
"50","19/02/2018",0.135,0.107
"51","20/02/2018",0.163,0.107
"52","21/02/2018",0.163,0.107
"53","22/02/2018",0.163,0.079
"54","23/02/2018",0.135,0.079
"55","24/02/2018",0.163,0.135
"56","25/02/2018",0.163,0.135
"57","26/02/2018",0.163,0.135
"58","27/02/2018",0.135,0.135
"59","28/02/2018",0.163,0.107
"60","01/03/2018",0.135,0.079
"61","02/03/2018",0.135,0.051
"62","03/03/2018",0.135,0.079
"63","04/03/2018",0.135,0.107
"64","05/03/2018",0.135,0.107
"65","06/03/2018",0.135,0.107
"66","07/03/2018",0.107,0.107
"67","08/03/2018",0.163,0.079
"68","09/03/2018",0.135,0.107
"69","10/03/2018",0.079,0.051
"70","11/03/2018",0.107,0.051
