,X.,Date_Time,Temp,Logged,X,X.1,X.2,X.3,X.4,Date,Time
c..03.03.2015....18.30..,10570,03/03/2015 18:30,0.19,3.57,,,,,,03/03/2015,1830
c..03.03.2015....19.00..,10571,03/03/2015 19:00,0.19,3.57,,,,,,03/03/2015,1900
c..03.03.2015....19.30..,10572,03/03/2015 19:30,0.19,3.57,,,,,,03/03/2015,1930
c..03.03.2015....20.00..,10573,03/03/2015 20:00,0.19,3.57,,,,,,03/03/2015,2000
c..03.03.2015....20.30..,10574,03/03/2015 20:30,0.19,3.57,,,,,,03/03/2015,2030
c..03.03.2015....21.00..,10575,03/03/2015 21:00,0.19,3.57,,,,,,03/03/2015,2100
c..03.03.2015....21.30..,10576,03/03/2015 21:30,0.19,3.57,,,,,,03/03/2015,2130
c..03.03.2015....22.00..,10577,03/03/2015 22:00,0.19,3.57,,,,,,03/03/2015,2200
c..03.03.2015....22.30..,10578,03/03/2015 22:30,0.19,3.57,,,,,,03/03/2015,2230
c..03.03.2015....23.00..,10579,03/03/2015 23:00,0.19,3.57,,,,,,03/03/2015,2300
c..03.03.2015....23.30..,10580,03/03/2015 23:30,0.19,3.57,,,,,,03/03/2015,2330
c..03.04.2015....00.00..,10581,03/04/2015 00:00,0.19,3.57,,,,,,04/03/2015,0
c..03.04.2015....00.30..,10582,03/04/2015 00:30,0.19,3.57,,,,,,04/03/2015,30
c..03.04.2015....01.00..,10583,03/04/2015 01:00,0.19,3.57,,,,,,04/03/2015,100
c..03.04.2015....01.30..,10584,03/04/2015 01:30,0.19,3.54,,,,,,04/03/2015,130
c..03.04.2015....02.00..,10585,03/04/2015 02:00,0.19,3.57,,,,,,04/03/2015,200
c..03.04.2015....02.30..,10586,03/04/2015 02:30,0.19,3.57,,,,,,04/03/2015,230
c..03.04.2015....03.00..,10587,03/04/2015 03:00,0.19,3.57,,,,,,04/03/2015,300
c..03.04.2015....03.30..,10588,03/04/2015 03:30,0.19,3.57,,,,,,04/03/2015,330
c..03.04.2015....04.00..,10589,03/04/2015 04:00,0.19,3.57,,,,,,04/03/2015,400
c..03.04.2015....04.30..,10590,03/04/2015 04:30,0.19,3.57,,,,,,04/03/2015,430
c..03.04.2015....05.00..,10591,03/04/2015 05:00,0.19,3.57,,,,,,04/03/2015,500
c..03.04.2015....05.30..,10592,03/04/2015 05:30,0.19,3.57,,,,,,04/03/2015,530
c..03.04.2015....06.00..,10593,03/04/2015 06:00,0.19,3.57,,,,,,04/03/2015,600
c..03.04.2015....06.30..,10594,03/04/2015 06:30,0.19,3.57,,,,,,04/03/2015,630
c..03.04.2015....07.00..,10595,03/04/2015 07:00,0.19,3.57,,,,,,04/03/2015,700
c..03.04.2015....07.30..,10596,03/04/2015 07:30,0.218,3.57,,,,,,04/03/2015,730
c..03.04.2015....08.00..,10597,03/04/2015 08:00,0.218,3.57,,,,,,04/03/2015,800
c..03.04.2015....08.30..,10598,03/04/2015 08:30,0.218,3.57,,,,,,04/03/2015,830
c..03.04.2015....09.00..,10599,03/04/2015 09:00,0.218,3.57,,,,,,04/03/2015,900
c..03.04.2015....09.30..,10600,03/04/2015 09:30,0.218,3.57,,,,,,04/03/2015,930
c..03.04.2015....10.00..,10601,03/04/2015 10:00,0.218,3.57,,,,,,04/03/2015,1000
c..03.04.2015....10.30..,10602,03/04/2015 10:30,0.218,3.57,,,,,,04/03/2015,1030
c..03.04.2015....11.00..,10603,03/04/2015 11:00,0.218,3.57,,,,,,04/03/2015,1100
c..03.04.2015....11.30..,10604,03/04/2015 11:30,0.218,3.57,,,,,,04/03/2015,1130
c..03.04.2015....12.00..,10605,03/04/2015 12:00,0.218,3.57,,,,,,04/03/2015,1200
c..03.04.2015....12.30..,10606,03/04/2015 12:30,0.218,3.57,,,,,,04/03/2015,1230
c..03.04.2015....13.00..,10607,03/04/2015 13:00,0.218,3.57,,,,,,04/03/2015,1300
c..03.04.2015....13.30..,10608,03/04/2015 13:30,0.218,3.57,,,,,,04/03/2015,1330
c..03.04.2015....14.00..,10609,03/04/2015 14:00,0.218,3.57,,,,,,04/03/2015,1400
c..03.04.2015....14.30..,10610,03/04/2015 14:30,0.218,3.57,,,,,,04/03/2015,1430
c..03.04.2015....15.00..,10611,03/04/2015 15:00,0.218,3.57,,,,,,04/03/2015,1500
c..03.04.2015....15.30..,10612,03/04/2015 15:30,0.218,3.57,,,,,,04/03/2015,1530
c..03.04.2015....16.00..,10613,03/04/2015 16:00,0.19,3.57,,,,,,04/03/2015,1600
c..03.04.2015....16.30..,10614,03/04/2015 16:30,0.19,3.57,,,,,,04/03/2015,1630
c..03.04.2015....17.00..,10615,03/04/2015 17:00,0.19,3.57,,,,,,04/03/2015,1700
c..03.04.2015....17.30..,10616,03/04/2015 17:30,0.19,3.57,,,,,,04/03/2015,1730
c..03.04.2015....18.00..,10617,03/04/2015 18:00,0.19,3.57,,,,,,04/03/2015,1800
c..03.04.2015....18.30..,10618,03/04/2015 18:30,0.19,3.57,,,,,,04/03/2015,1830
c..03.04.2015....19.00..,10619,03/04/2015 19:00,0.19,3.57,,,,,,04/03/2015,1900
c..03.04.2015....19.30..,10620,03/04/2015 19:30,0.19,3.57,,,,,,04/03/2015,1930
c..03.04.2015....20.00..,10621,03/04/2015 20:00,0.19,3.57,,,,,,04/03/2015,2000
c..03.04.2015....20.30..,10622,03/04/2015 20:30,0.19,3.57,,,,,,04/03/2015,2030
c..03.04.2015....21.00..,10623,03/04/2015 21:00,0.19,3.57,,,,,,04/03/2015,2100
c..03.04.2015....21.30..,10624,03/04/2015 21:30,0.19,3.57,,,,,,04/03/2015,2130
c..03.04.2015....22.00..,10625,03/04/2015 22:00,0.19,3.57,,,,,,04/03/2015,2200
c..03.04.2015....22.30..,10626,03/04/2015 22:30,0.19,3.57,,,,,,04/03/2015,2230
c..03.04.2015....23.00..,10627,03/04/2015 23:00,0.19,3.57,,,,,,04/03/2015,2300
c..03.04.2015....23.30..,10628,03/04/2015 23:30,0.19,3.57,,,,,,04/03/2015,2330
c..03.05.2015....00.00..,10629,03/05/2015 00:00,0.19,3.57,,,,,,05/03/2015,0
c..03.05.2015....00.30..,10630,03/05/2015 00:30,0.19,3.57,,,,,,05/03/2015,30
c..03.05.2015....01.00..,10631,03/05/2015 01:00,0.19,3.57,,,,,,05/03/2015,100
c..03.05.2015....01.30..,10632,03/05/2015 01:30,0.19,3.57,,,,,,05/03/2015,130
c..03.05.2015....02.00..,10633,03/05/2015 02:00,0.19,3.57,,,,,,05/03/2015,200
c..03.05.2015....02.30..,10634,03/05/2015 02:30,0.19,3.57,,,,,,05/03/2015,230
c..03.05.2015....03.00..,10635,03/05/2015 03:00,0.19,3.57,,,,,,05/03/2015,300
c..03.05.2015....03.30..,10636,03/05/2015 03:30,0.163,3.57,,,,,,05/03/2015,330
c..03.05.2015....04.00..,10637,03/05/2015 04:00,0.163,3.57,,,,,,05/03/2015,400
c..03.05.2015....04.30..,10638,03/05/2015 04:30,0.163,3.57,,,,,,05/03/2015,430
c..03.05.2015....05.00..,10639,03/05/2015 05:00,0.163,3.57,,,,,,05/03/2015,500
c..03.05.2015....05.30..,10640,03/05/2015 05:30,0.163,3.57,,,,,,05/03/2015,530
c..03.05.2015....06.00..,10641,03/05/2015 06:00,0.163,3.57,,,,,,05/03/2015,600
c..03.05.2015....06.30..,10642,03/05/2015 06:30,0.163,3.57,,,,,,05/03/2015,630
c..03.05.2015....07.00..,10643,03/05/2015 07:00,0.19,3.57,,,,,,05/03/2015,700
c..03.05.2015....07.30..,10644,03/05/2015 07:30,0.19,3.57,,,,,,05/03/2015,730
c..03.05.2015....08.00..,10645,03/05/2015 08:00,0.163,3.54,,,,,,05/03/2015,800
c..03.05.2015....08.30..,10646,03/05/2015 08:30,0.163,3.57,,,,,,05/03/2015,830
c..03.05.2015....09.00..,10647,03/05/2015 09:00,0.19,3.57,,,,,,05/03/2015,900
c..03.05.2015....09.30..,10648,03/05/2015 09:30,0.19,3.57,,,,,,05/03/2015,930
c..03.05.2015....10.00..,10649,03/05/2015 10:00,0.19,3.57,,,,,,05/03/2015,1000
c..03.05.2015....10.30..,10650,03/05/2015 10:30,0.19,3.57,,,,,,05/03/2015,1030
c..03.05.2015....11.00..,10651,03/05/2015 11:00,0.19,3.57,,,,,,05/03/2015,1100
c..03.05.2015....11.30..,10652,03/05/2015 11:30,0.19,3.57,,,,,,05/03/2015,1130
c..03.05.2015....12.00..,10653,03/05/2015 12:00,0.19,3.57,,,,,,05/03/2015,1200
c..03.05.2015....12.30..,10654,03/05/2015 12:30,0.19,3.57,,,,,,05/03/2015,1230
c..03.05.2015....13.00..,10655,03/05/2015 13:00,0.19,3.57,,,,,,05/03/2015,1300
c..03.05.2015....13.30..,10656,03/05/2015 13:30,0.163,3.57,,,,,,05/03/2015,1330
c..03.05.2015....14.00..,10657,03/05/2015 14:00,0.163,3.57,,,,,,05/03/2015,1400
c..03.05.2015....14.30..,10658,03/05/2015 14:30,0.163,3.57,,,,,,05/03/2015,1430
c..03.05.2015....15.00..,10659,03/05/2015 15:00,0.163,3.57,,,,,,05/03/2015,1500
c..03.05.2015....15.30..,10660,03/05/2015 15:30,0.163,3.57,,,,,,05/03/2015,1530
c..03.05.2015....16.00..,10661,03/05/2015 16:00,0.163,3.57,,,,,,05/03/2015,1600
c..03.05.2015....16.30..,10662,03/05/2015 16:30,0.163,3.57,,,,,,05/03/2015,1630
c..03.05.2015....17.00..,10663,03/05/2015 17:00,0.163,3.57,,,,,,05/03/2015,1700
c..03.05.2015....17.30..,10664,03/05/2015 17:30,0.163,3.57,,,,,,05/03/2015,1730
c..03.05.2015....18.00..,10665,03/05/2015 18:00,0.163,3.57,,,,,,05/03/2015,1800
c..03.05.2015....18.30..,10666,03/05/2015 18:30,0.163,3.57,,,,,,05/03/2015,1830
c..03.05.2015....19.00..,10667,03/05/2015 19:00,0.163,3.57,,,,,,05/03/2015,1900
c..03.05.2015....19.30..,10668,03/05/2015 19:30,0.163,3.57,,,,,,05/03/2015,1930
c..03.05.2015....20.00..,10669,03/05/2015 20:00,0.163,3.57,,,,,,05/03/2015,2000
c..03.05.2015....20.30..,10670,03/05/2015 20:30,0.163,3.57,,,,,,05/03/2015,2030
c..03.05.2015....21.00..,10671,03/05/2015 21:00,0.163,3.57,,,,,,05/03/2015,2100
c..03.05.2015....21.30..,10672,03/05/2015 21:30,0.163,3.57,,,,,,05/03/2015,2130
c..03.05.2015....22.00..,10673,03/05/2015 22:00,0.163,3.57,,,,,,05/03/2015,2200
c..03.05.2015....22.30..,10674,03/05/2015 22:30,0.163,3.57,,,,,,05/03/2015,2230
c..03.05.2015....23.00..,10675,03/05/2015 23:00,0.19,3.57,,,,,,05/03/2015,2300
c..03.05.2015....23.30..,10676,03/05/2015 23:30,0.19,3.57,,,,,,05/03/2015,2330
c..03.06.2015....00.00..,10677,03/06/2015 00:00,0.19,3.57,,,,,,06/03/2015,0
c..03.06.2015....00.30..,10678,03/06/2015 00:30,0.19,3.57,,,,,,06/03/2015,30
c..03.06.2015....01.00..,10679,03/06/2015 01:00,0.19,3.57,,,,,,06/03/2015,100
c..03.06.2015....01.30..,10680,03/06/2015 01:30,0.19,3.57,,,,,,06/03/2015,130
c..03.06.2015....02.00..,10681,03/06/2015 02:00,0.19,3.57,,,,,,06/03/2015,200
c..03.06.2015....02.30..,10682,03/06/2015 02:30,0.19,3.57,,,,,,06/03/2015,230
c..03.06.2015....03.00..,10683,03/06/2015 03:00,0.19,3.57,,,,,,06/03/2015,300
c..03.06.2015....03.30..,10684,03/06/2015 03:30,0.19,3.57,,,,,,06/03/2015,330
c..03.06.2015....04.00..,10685,03/06/2015 04:00,0.19,3.57,,,,,,06/03/2015,400
c..03.06.2015....04.30..,10686,03/06/2015 04:30,0.19,3.57,,,,,,06/03/2015,430
c..03.06.2015....05.00..,10687,03/06/2015 05:00,0.19,3.57,,,,,,06/03/2015,500
c..03.06.2015....05.30..,10688,03/06/2015 05:30,0.19,3.57,,,,,,06/03/2015,530
c..03.06.2015....06.00..,10689,03/06/2015 06:00,0.19,3.57,,,,,,06/03/2015,600
c..03.06.2015....06.30..,10690,03/06/2015 06:30,0.19,3.57,,,,,,06/03/2015,630
c..03.06.2015....07.00..,10691,03/06/2015 07:00,0.19,3.57,,,,,,06/03/2015,700
c..03.06.2015....07.30..,10692,03/06/2015 07:30,0.19,3.57,,,,,,06/03/2015,730
c..03.06.2015....08.00..,10693,03/06/2015 08:00,0.19,3.57,,,,,,06/03/2015,800
c..03.06.2015....08.30..,10694,03/06/2015 08:30,0.19,3.57,,,,,,06/03/2015,830
c..03.06.2015....09.00..,10695,03/06/2015 09:00,0.19,3.57,,,,,,06/03/2015,900
c..03.06.2015....09.30..,10696,03/06/2015 09:30,0.19,3.57,,,,,,06/03/2015,930
c..03.06.2015....10.00..,10697,03/06/2015 10:00,0.19,3.57,,,,,,06/03/2015,1000
c..03.06.2015....10.30..,10698,03/06/2015 10:30,0.19,3.57,,,,,,06/03/2015,1030
c..03.06.2015....11.00..,10699,03/06/2015 11:00,0.19,3.57,,,,,,06/03/2015,1100
c..03.06.2015....11.30..,10700,03/06/2015 11:30,0.19,3.57,,,,,,06/03/2015,1130
c..03.06.2015....12.00..,10701,03/06/2015 12:00,0.19,3.57,,,,,,06/03/2015,1200
c..03.06.2015....12.30..,10702,03/06/2015 12:30,0.19,3.57,,,,,,06/03/2015,1230
c..03.06.2015....13.00..,10703,03/06/2015 13:00,0.19,3.57,,,,,,06/03/2015,1300
c..03.06.2015....13.30..,10704,03/06/2015 13:30,0.19,3.57,,,,,,06/03/2015,1330
c..03.06.2015....14.00..,10705,03/06/2015 14:00,0.19,3.57,,,,,,06/03/2015,1400
c..03.06.2015....14.30..,10706,03/06/2015 14:30,0.19,3.54,,,,,,06/03/2015,1430
c..03.06.2015....15.00..,10707,03/06/2015 15:00,0.19,3.57,,,,,,06/03/2015,1500
c..03.06.2015....15.30..,10708,03/06/2015 15:30,0.19,3.57,,,,,,06/03/2015,1530
c..03.06.2015....16.00..,10709,03/06/2015 16:00,0.19,3.57,,,,,,06/03/2015,1600
c..03.06.2015....16.30..,10710,03/06/2015 16:30,0.19,3.57,,,,,,06/03/2015,1630
c..03.06.2015....17.00..,10711,03/06/2015 17:00,0.19,3.57,,,,,,06/03/2015,1700
c..03.06.2015....17.30..,10712,03/06/2015 17:30,0.19,3.57,,,,,,06/03/2015,1730
c..03.06.2015....18.00..,10713,03/06/2015 18:00,0.19,3.57,,,,,,06/03/2015,1800
c..03.06.2015....18.30..,10714,03/06/2015 18:30,0.19,3.57,,,,,,06/03/2015,1830
c..03.06.2015....19.00..,10715,03/06/2015 19:00,0.19,3.57,,,,,,06/03/2015,1900
c..03.06.2015....19.30..,10716,03/06/2015 19:30,0.19,3.57,,,,,,06/03/2015,1930
c..03.06.2015....20.00..,10717,03/06/2015 20:00,0.19,3.57,,,,,,06/03/2015,2000
c..03.06.2015....20.30..,10718,03/06/2015 20:30,0.19,3.57,,,,,,06/03/2015,2030
c..03.06.2015....21.00..,10719,03/06/2015 21:00,0.19,3.57,,,,,,06/03/2015,2100
c..03.06.2015....21.30..,10720,03/06/2015 21:30,0.19,3.57,,,,,,06/03/2015,2130
c..03.06.2015....22.00..,10721,03/06/2015 22:00,0.19,3.57,,,,,,06/03/2015,2200
c..03.06.2015....22.30..,10722,03/06/2015 22:30,0.19,3.57,,,,,,06/03/2015,2230
c..03.06.2015....23.00..,10723,03/06/2015 23:00,0.19,3.57,,,,,,06/03/2015,2300
c..03.06.2015....23.30..,10724,03/06/2015 23:30,0.19,3.57,,,,,,06/03/2015,2330
c..03.07.2015....00.00..,10725,03/07/2015 00:00,0.19,3.57,,,,,,07/03/2015,0
c..03.07.2015....00.30..,10726,03/07/2015 00:30,0.19,3.57,,,,,,07/03/2015,30
c..03.07.2015....01.00..,10727,03/07/2015 01:00,0.19,3.57,,,,,,07/03/2015,100
c..03.07.2015....01.30..,10728,03/07/2015 01:30,0.19,3.57,,,,,,07/03/2015,130
c..03.07.2015....02.00..,10729,03/07/2015 02:00,0.19,3.57,,,,,,07/03/2015,200
c..03.07.2015....02.30..,10730,03/07/2015 02:30,0.19,3.57,,,,,,07/03/2015,230
c..03.07.2015....03.00..,10731,03/07/2015 03:00,0.19,3.57,,,,,,07/03/2015,300
c..03.07.2015....03.30..,10732,03/07/2015 03:30,0.19,3.57,,,,,,07/03/2015,330
c..03.07.2015....04.00..,10733,03/07/2015 04:00,0.19,3.57,,,,,,07/03/2015,400
c..03.07.2015....04.30..,10734,03/07/2015 04:30,0.19,3.57,,,,,,07/03/2015,430
c..03.07.2015....05.00..,10735,03/07/2015 05:00,0.19,3.57,,,,,,07/03/2015,500
c..03.07.2015....05.30..,10736,03/07/2015 05:30,0.19,3.57,,,,,,07/03/2015,530
c..03.07.2015....06.00..,10737,03/07/2015 06:00,0.19,3.57,,,,,,07/03/2015,600
c..03.07.2015....06.30..,10738,03/07/2015 06:30,0.19,3.57,,,,,,07/03/2015,630
c..03.07.2015....07.00..,10739,03/07/2015 07:00,0.19,3.57,,,,,,07/03/2015,700
c..03.07.2015....07.30..,10740,03/07/2015 07:30,0.19,3.57,,,,,,07/03/2015,730
c..03.07.2015....08.00..,10741,03/07/2015 08:00,0.19,3.57,,,,,,07/03/2015,800
c..03.07.2015....08.30..,10742,03/07/2015 08:30,0.19,3.57,,,,,,07/03/2015,830
c..03.07.2015....09.00..,10743,03/07/2015 09:00,0.19,3.57,,,,,,07/03/2015,900
c..03.07.2015....09.30..,10744,03/07/2015 09:30,0.19,3.57,,,,,,07/03/2015,930
c..03.07.2015....10.00..,10745,03/07/2015 10:00,0.19,3.57,,,,,,07/03/2015,1000
c..03.07.2015....10.30..,10746,03/07/2015 10:30,0.19,3.57,,,,,,07/03/2015,1030
c..03.07.2015....11.00..,10747,03/07/2015 11:00,0.19,3.57,,,,,,07/03/2015,1100
c..03.07.2015....11.30..,10748,03/07/2015 11:30,0.19,3.57,,,,,,07/03/2015,1130
c..03.07.2015....12.00..,10749,03/07/2015 12:00,0.19,3.57,,,,,,07/03/2015,1200
c..03.07.2015....12.30..,10750,03/07/2015 12:30,0.19,3.57,,,,,,07/03/2015,1230
c..03.07.2015....13.00..,10751,03/07/2015 13:00,0.19,3.57,,,,,,07/03/2015,1300
c..03.07.2015....13.30..,10752,03/07/2015 13:30,0.19,3.57,,,,,,07/03/2015,1330
c..03.07.2015....14.00..,10753,03/07/2015 14:00,0.19,3.57,,,,,,07/03/2015,1400
c..03.07.2015....14.30..,10754,03/07/2015 14:30,0.19,3.57,,,,,,07/03/2015,1430
c..03.07.2015....15.00..,10755,03/07/2015 15:00,0.19,3.57,,,,,,07/03/2015,1500
c..03.07.2015....15.30..,10756,03/07/2015 15:30,0.19,3.57,,,,,,07/03/2015,1530
c..03.07.2015....16.00..,10757,03/07/2015 16:00,0.19,3.57,,,,,,07/03/2015,1600
c..03.07.2015....16.30..,10758,03/07/2015 16:30,0.19,3.57,,,,,,07/03/2015,1630
c..03.07.2015....17.00..,10759,03/07/2015 17:00,0.19,3.57,,,,,,07/03/2015,1700
c..03.07.2015....17.30..,10760,03/07/2015 17:30,0.19,3.57,,,,,,07/03/2015,1730
c..03.07.2015....18.00..,10761,03/07/2015 18:00,0.19,3.57,,,,,,07/03/2015,1800
c..03.07.2015....18.30..,10762,03/07/2015 18:30,0.19,3.57,,,,,,07/03/2015,1830
c..03.07.2015....19.00..,10763,03/07/2015 19:00,0.19,3.57,,,,,,07/03/2015,1900
c..03.07.2015....19.30..,10764,03/07/2015 19:30,0.19,3.57,,,,,,07/03/2015,1930
c..03.07.2015....20.00..,10765,03/07/2015 20:00,0.19,3.57,,,,,,07/03/2015,2000
c..03.07.2015....20.30..,10766,03/07/2015 20:30,0.19,3.57,,,,,,07/03/2015,2030
c..03.07.2015....21.00..,10767,03/07/2015 21:00,0.19,3.54,,,,,,07/03/2015,2100
c..03.07.2015....21.30..,10768,03/07/2015 21:30,0.19,3.57,,,,,,07/03/2015,2130
c..03.07.2015....22.00..,10769,03/07/2015 22:00,0.19,3.57,,,,,,07/03/2015,2200
c..03.07.2015....22.30..,10770,03/07/2015 22:30,0.19,3.57,,,,,,07/03/2015,2230
c..03.07.2015....23.00..,10771,03/07/2015 23:00,0.19,3.57,,,,,,07/03/2015,2300
c..03.07.2015....23.30..,10772,03/07/2015 23:30,0.19,3.57,,,,,,07/03/2015,2330
c..03.08.2015....00.00..,10773,03/08/2015 00:00,0.19,3.57,,,,,,08/03/2015,0
c..03.08.2015....00.30..,10774,03/08/2015 00:30,0.19,3.57,,,,,,08/03/2015,30
c..03.08.2015....01.00..,10775,03/08/2015 01:00,0.19,3.57,,,,,,08/03/2015,100
c..03.08.2015....01.30..,10776,03/08/2015 01:30,0.19,3.57,,,,,,08/03/2015,130
c..03.08.2015....02.00..,10777,03/08/2015 02:00,0.19,3.57,,,,,,08/03/2015,200
c..03.08.2015....02.30..,10778,03/08/2015 02:30,0.19,3.57,,,,,,08/03/2015,230
c..03.08.2015....03.00..,10779,03/08/2015 03:00,0.19,3.57,,,,,,08/03/2015,300
c..03.08.2015....03.30..,10780,03/08/2015 03:30,0.19,3.57,,,,,,08/03/2015,330
c..03.08.2015....04.00..,10781,03/08/2015 04:00,0.19,3.57,,,,,,08/03/2015,400
c..03.08.2015....04.30..,10782,03/08/2015 04:30,0.19,3.57,,,,,,08/03/2015,430
c..03.08.2015....05.00..,10783,03/08/2015 05:00,0.19,3.57,,,,,,08/03/2015,500
c..03.08.2015....05.30..,10784,03/08/2015 05:30,0.19,3.57,,,,,,08/03/2015,530
c..03.08.2015....06.00..,10785,03/08/2015 06:00,0.19,3.57,,,,,,08/03/2015,600
c..03.08.2015....06.30..,10786,03/08/2015 06:30,0.19,3.57,,,,,,08/03/2015,630
c..03.08.2015....07.00..,10787,03/08/2015 07:00,0.19,3.57,,,,,,08/03/2015,700
c..03.08.2015....07.30..,10788,03/08/2015 07:30,0.19,3.57,,,,,,08/03/2015,730
c..03.08.2015....08.00..,10789,03/08/2015 08:00,0.19,3.57,,,,,,08/03/2015,800
c..03.08.2015....08.30..,10790,03/08/2015 08:30,0.19,3.57,,,,,,08/03/2015,830
c..03.08.2015....09.00..,10791,03/08/2015 09:00,0.19,3.57,,,,,,08/03/2015,900
c..03.08.2015....09.30..,10792,03/08/2015 09:30,0.19,3.57,,,,,,08/03/2015,930
c..03.08.2015....10.00..,10793,03/08/2015 10:00,0.19,3.57,,,,,,08/03/2015,1000
c..03.08.2015....10.30..,10794,03/08/2015 10:30,0.19,3.57,,,,,,08/03/2015,1030
c..03.08.2015....11.00..,10795,03/08/2015 11:00,0.19,3.57,,,,,,08/03/2015,1100
c..03.08.2015....11.30..,10796,03/08/2015 11:30,0.19,3.57,,,,,,08/03/2015,1130
c..03.08.2015....12.00..,10797,03/08/2015 12:00,0.19,3.57,,,,,,08/03/2015,1200
c..03.08.2015....12.30..,10798,03/08/2015 12:30,0.19,3.57,,,,,,08/03/2015,1230
c..03.08.2015....13.00..,10799,03/08/2015 13:00,0.19,3.57,,,,,,08/03/2015,1300
c..03.08.2015....13.30..,10800,03/08/2015 13:30,0.19,3.57,,,,,,08/03/2015,1330
c..03.08.2015....14.00..,10801,03/08/2015 14:00,0.19,3.57,,,,,,08/03/2015,1400
c..03.08.2015....14.30..,10802,03/08/2015 14:30,0.19,3.57,,,,,,08/03/2015,1430
c..03.08.2015....15.00..,10803,03/08/2015 15:00,0.19,3.57,,,,,,08/03/2015,1500
c..03.08.2015....15.30..,10804,03/08/2015 15:30,0.19,3.57,,,,,,08/03/2015,1530
c..03.08.2015....16.00..,10805,03/08/2015 16:00,0.19,3.57,,,,,,08/03/2015,1600
c..03.08.2015....16.30..,10806,03/08/2015 16:30,0.19,3.57,,,,,,08/03/2015,1630
c..03.08.2015....17.00..,10807,03/08/2015 17:00,0.19,3.57,,,,,,08/03/2015,1700
c..03.08.2015....17.30..,10808,03/08/2015 17:30,0.19,3.57,,,,,,08/03/2015,1730
c..03.08.2015....18.00..,10809,03/08/2015 18:00,0.19,3.57,,,,,,08/03/2015,1800
c..03.08.2015....18.30..,10810,03/08/2015 18:30,0.19,3.57,,,,,,08/03/2015,1830
c..03.08.2015....19.00..,10811,03/08/2015 19:00,0.19,3.57,,,,,,08/03/2015,1900
c..03.08.2015....19.30..,10812,03/08/2015 19:30,0.19,3.57,,,,,,08/03/2015,1930
c..03.08.2015....20.00..,10813,03/08/2015 20:00,0.19,3.57,,,,,,08/03/2015,2000
c..03.08.2015....20.30..,10814,03/08/2015 20:30,0.19,3.57,,,,,,08/03/2015,2030
c..03.08.2015....21.00..,10815,03/08/2015 21:00,0.19,3.57,,,,,,08/03/2015,2100
c..03.08.2015....21.30..,10816,03/08/2015 21:30,0.19,3.57,,,,,,08/03/2015,2130
c..03.08.2015....22.00..,10817,03/08/2015 22:00,0.19,3.57,,,,,,08/03/2015,2200
c..03.08.2015....22.30..,10818,03/08/2015 22:30,0.19,3.57,,,,,,08/03/2015,2230
c..03.08.2015....23.00..,10819,03/08/2015 23:00,0.19,3.57,,,,,,08/03/2015,2300
c..03.08.2015....23.30..,10820,03/08/2015 23:30,0.19,3.57,,,,,,08/03/2015,2330
c..03.09.2015....00.00..,10821,03/09/2015 00:00,0.19,3.57,,,,,,09/03/2015,0
c..03.09.2015....00.30..,10822,03/09/2015 00:30,0.19,3.57,,,,,,09/03/2015,30
c..03.09.2015....01.00..,10823,03/09/2015 01:00,0.19,3.57,,,,,,09/03/2015,100
c..03.09.2015....01.30..,10824,03/09/2015 01:30,0.19,3.57,,,,,,09/03/2015,130
c..03.09.2015....02.00..,10825,03/09/2015 02:00,0.19,3.57,,,,,,09/03/2015,200
c..03.09.2015....02.30..,10826,03/09/2015 02:30,0.19,3.57,,,,,,09/03/2015,230
c..03.09.2015....03.00..,10827,03/09/2015 03:00,0.19,3.57,,,,,,09/03/2015,300
c..03.09.2015....03.30..,10828,03/09/2015 03:30,0.19,3.54,,,,,,09/03/2015,330
c..03.09.2015....04.00..,10829,03/09/2015 04:00,0.19,3.57,,,,,,09/03/2015,400
c..03.09.2015....04.30..,10830,03/09/2015 04:30,0.19,3.57,,,,,,09/03/2015,430
c..03.09.2015....05.00..,10831,03/09/2015 05:00,0.19,3.57,,,,,,09/03/2015,500
c..03.09.2015....05.30..,10832,03/09/2015 05:30,0.19,3.57,,,,,,09/03/2015,530
c..03.09.2015....06.00..,10833,03/09/2015 06:00,0.19,3.57,,,,,,09/03/2015,600
c..03.09.2015....06.30..,10834,03/09/2015 06:30,0.19,3.57,,,,,,09/03/2015,630
c..03.09.2015....07.00..,10835,03/09/2015 07:00,0.19,3.57,,,,,,09/03/2015,700
c..03.09.2015....07.30..,10836,03/09/2015 07:30,0.19,3.57,,,,,,09/03/2015,730
c..03.09.2015....08.00..,10837,03/09/2015 08:00,0.19,3.57,,,,,,09/03/2015,800
c..03.09.2015....08.30..,10838,03/09/2015 08:30,0.19,3.57,,,,,,09/03/2015,830
c..03.09.2015....09.00..,10839,03/09/2015 09:00,0.19,3.57,,,,,,09/03/2015,900
c..03.09.2015....09.30..,10840,03/09/2015 09:30,0.19,3.57,,,,,,09/03/2015,930
c..03.09.2015....10.00..,10841,03/09/2015 10:00,0.19,3.57,,,,,,09/03/2015,1000
c..03.09.2015....10.30..,10842,03/09/2015 10:30,0.19,3.57,,,,,,09/03/2015,1030
c..03.09.2015....11.00..,10843,03/09/2015 11:00,0.19,3.57,,,,,,09/03/2015,1100
c..03.09.2015....11.30..,10844,03/09/2015 11:30,0.19,3.57,,,,,,09/03/2015,1130
c..03.09.2015....12.00..,10845,03/09/2015 12:00,0.19,3.57,,,,,,09/03/2015,1200
