,X.,Date_Time,Temp,Logged,X,X.1,X.2,X.3,X.4,Date,Time
c..08.25.14....01.30.38...1,1440,08/25/14 01:30:38,14.29,3.6,,,,,,25/08/2014,14238
c..08.25.14....02.00.38...1,1441,08/25/14 02:00:38,14.337,3.6,,,,,,25/08/2014,21238
c..08.25.14....02.30.38...1,1442,08/25/14 02:30:38,14.337,3.6,,,,,,25/08/2014,24238
c..08.25.14....03.00.38...1,1443,08/25/14 03:00:38,14.409,3.6,,,,,,25/08/2014,31238
c..08.25.14....03.30.38...1,1444,08/25/14 03:30:38,14.481,3.6,,,,,,25/08/2014,34238
c..08.25.14....04.00.38...1,1445,08/25/14 04:00:38,14.433,3.6,,,,,,25/08/2014,41238
c..08.25.14....04.30.38...1,1446,08/25/14 04:30:38,14.146,3.6,,,,,,25/08/2014,44238
c..08.25.14....05.00.38...1,1447,08/25/14 05:00:38,13.954,3.6,,,,,,25/08/2014,51238
c..08.25.14....05.30.38...1,1448,08/25/14 05:30:38,14.074,3.6,,,,,,25/08/2014,54238
c..08.25.14....06.00.38...1,1449,08/25/14 06:00:38,14.05,3.6,,,,,,25/08/2014,61238
c..08.25.14....06.30.38...1,1450,08/25/14 06:30:38,13.954,3.6,,,,,,25/08/2014,64238
c..08.25.14....07.00.38...1,1451,08/25/14 07:00:38,13.858,3.6,,,,,,25/08/2014,71238
c..08.25.14....07.30.38...1,1452,08/25/14 07:30:38,13.69,3.6,,,,,,25/08/2014,74238
c..08.25.14....08.00.38...1,1453,08/25/14 08:00:38,13.594,3.6,,,,,,25/08/2014,81238
c..08.25.14....08.30.38...1,1454,08/25/14 08:30:38,13.522,3.6,,,,,,25/08/2014,84238
c..08.25.14....09.00.38...1,1455,08/25/14 09:00:38,13.449,3.6,,,,,,25/08/2014,91238
c..08.25.14....09.30.38...1,1456,08/25/14 09:30:38,13.449,3.6,,,,,,25/08/2014,94238
c..08.25.14....10.00.38...1,1457,08/25/14 10:00:38,13.401,3.6,,,,,,25/08/2014,101238
c..08.25.14....10.30.38...1,1458,08/25/14 10:30:38,13.305,3.6,,,,,,25/08/2014,104238
c..08.25.14....11.00.38...1,1459,08/25/14 11:00:38,13.233,3.6,,,,,,25/08/2014,111238
c..08.25.14....11.30.38...1,1460,08/25/14 11:30:38,13.04,3.6,,,,,,25/08/2014,114238
c..08.26.14....12.00.38..,1461,08/26/14 12:00:38,12.944,3.6,,,,,,26/08/2014,120038
c..08.26.14....12.30.38..,1462,08/26/14 12:30:38,12.896,3.6,,,,,,26/08/2014,123038
c..08.26.14....01.00.38..,1463,08/26/14 01:00:38,12.992,3.6,,,,,,26/08/2014,10038
c..08.26.14....01.30.38..,1464,08/26/14 01:30:38,12.992,3.6,,,,,,26/08/2014,13038
c..08.26.14....02.00.38..,1465,08/26/14 02:00:38,12.992,3.6,,,,,,26/08/2014,20038
c..08.26.14....02.30.38..,1466,08/26/14 02:30:38,12.654,3.57,,,,,,26/08/2014,23038
c..08.26.14....03.00.38..,1467,08/26/14 03:00:38,12.654,3.57,,,,,,26/08/2014,30038
c..08.26.14....03.30.38..,1468,08/26/14 03:30:38,12.606,3.57,,,,,,26/08/2014,33038
c..08.26.14....04.00.38..,1469,08/26/14 04:00:38,12.582,3.57,,,,,,26/08/2014,40038
c..08.26.14....04.30.38..,1470,08/26/14 04:30:38,12.775,3.57,,,,,,26/08/2014,43038
c..08.26.14....05.00.38..,1471,08/26/14 05:00:38,12.606,3.57,,,,,,26/08/2014,50038
c..08.26.14....05.30.38..,1472,08/26/14 05:30:38,12.582,3.57,,,,,,26/08/2014,53038
c..08.26.14....06.00.38..,1473,08/26/14 06:00:38,12.727,3.57,,,,,,26/08/2014,60038
c..08.26.14....06.30.38..,1474,08/26/14 06:30:38,12.582,3.57,,,,,,26/08/2014,63038
c..08.26.14....07.00.38..,1475,08/26/14 07:00:38,12.582,3.57,,,,,,26/08/2014,70038
c..08.26.14....07.30.38..,1476,08/26/14 07:30:38,12.606,3.57,,,,,,26/08/2014,73038
c..08.26.14....08.00.38..,1477,08/26/14 08:00:38,12.461,3.57,,,,,,26/08/2014,80038
c..08.26.14....08.30.38..,1478,08/26/14 08:30:38,12.871,3.57,,,,,,26/08/2014,83038
c..08.26.14....09.00.38..,1479,08/26/14 09:00:38,13.137,3.6,,,,,,26/08/2014,90038
c..08.26.14....09.30.38..,1480,08/26/14 09:30:38,13.233,3.6,,,,,,26/08/2014,93038
c..08.26.14....10.00.38..,1481,08/26/14 10:00:38,13.329,3.6,,,,,,26/08/2014,100038
c..08.26.14....10.30.38..,1482,08/26/14 10:30:38,13.401,3.6,,,,,,26/08/2014,103038
c..08.26.14....11.00.38..,1483,08/26/14 11:00:38,13.546,3.6,,,,,,26/08/2014,110038
c..08.26.14....11.30.38..,1484,08/26/14 11:30:38,13.594,3.6,,,,,,26/08/2014,113038
c..08.26.14....12.00.38...1,1485,08/26/14 12:00:38,13.834,3.6,,,,,,26/08/2014,121238
c..08.26.14....12.30.38...1,1486,08/26/14 12:30:38,14.002,3.6,,,,,,26/08/2014,124238
c..08.26.14....01.00.38...1,1487,08/26/14 01:00:38,14.17,3.6,,,,,,26/08/2014,11238
c..08.26.14....01.30.38...1,1488,08/26/14 01:30:38,14.242,3.6,,,,,,26/08/2014,14238
c..08.26.14....02.00.38...1,1489,08/26/14 02:00:38,14.361,3.6,,,,,,26/08/2014,21238
c..08.26.14....02.30.38...1,1490,08/26/14 02:30:38,14.314,3.6,,,,,,26/08/2014,24238
c..08.26.14....03.00.38...1,1491,08/26/14 03:00:38,14.29,3.6,,,,,,26/08/2014,31238
c..08.26.14....03.30.38...1,1492,08/26/14 03:30:38,14.337,3.6,,,,,,26/08/2014,34238
c..08.26.14....04.00.38...1,1493,08/26/14 04:00:38,14.433,3.6,,,,,,26/08/2014,41238
c..08.26.14....04.30.38...1,1494,08/26/14 04:30:38,14.577,3.6,,,,,,26/08/2014,44238
c..08.26.14....05.00.38...1,1495,08/26/14 05:00:38,14.433,3.57,,,,,,26/08/2014,51238
c..08.26.14....05.30.38...1,1496,08/26/14 05:30:38,14.385,3.6,,,,,,26/08/2014,54238
c..08.26.14....06.00.38...1,1497,08/26/14 06:00:38,14.361,3.6,,,,,,26/08/2014,61238
c..08.26.14....06.30.38...1,1498,08/26/14 06:30:38,14.29,3.6,,,,,,26/08/2014,64238
c..08.26.14....07.00.38...1,1499,08/26/14 07:00:38,13.978,3.6,,,,,,26/08/2014,71238
c..08.26.14....07.30.38...1,1500,08/26/14 07:30:38,13.858,3.6,,,,,,26/08/2014,74238
c..08.26.14....08.00.38...1,1501,08/26/14 08:00:38,13.834,3.6,,,,,,26/08/2014,81238
c..08.26.14....08.30.38...1,1502,08/26/14 08:30:38,13.738,3.6,,,,,,26/08/2014,84238
c..08.26.14....09.00.38...1,1503,08/26/14 09:00:38,13.618,3.6,,,,,,26/08/2014,91238
c..08.26.14....09.30.38...1,1504,08/26/14 09:30:38,13.642,3.6,,,,,,26/08/2014,94238
c..08.26.14....10.00.38...1,1505,08/26/14 10:00:38,13.497,3.6,,,,,,26/08/2014,101238
c..08.26.14....10.30.38...1,1506,08/26/14 10:30:38,13.401,3.6,,,,,,26/08/2014,104238
c..08.26.14....11.00.38...1,1507,08/26/14 11:00:38,13.522,3.6,,,,,,26/08/2014,111238
c..08.26.14....11.30.38...1,1508,08/26/14 11:30:38,13.473,3.6,,,,,,26/08/2014,114238
c..08.27.14....12.00.38..,1509,08/27/14 12:00:38,13.329,3.6,,,,,,27/08/2014,120038
c..08.27.14....12.30.38..,1510,08/27/14 12:30:38,13.161,3.6,,,,,,27/08/2014,123038
c..08.27.14....01.00.38..,1511,08/27/14 01:00:38,13.064,3.6,,,,,,27/08/2014,10038
c..08.27.14....01.30.38..,1512,08/27/14 01:30:38,13.233,3.6,,,,,,27/08/2014,13038
c..08.27.14....02.00.38..,1513,08/27/14 02:00:38,13.088,3.6,,,,,,27/08/2014,20038
c..08.27.14....02.30.38..,1514,08/27/14 02:30:38,13.329,3.6,,,,,,27/08/2014,23038
c..08.27.14....03.00.38..,1515,08/27/14 03:00:38,13.353,3.6,,,,,,27/08/2014,30038
c..08.27.14....03.30.38..,1516,08/27/14 03:30:38,13.233,3.6,,,,,,27/08/2014,33038
c..08.27.14....04.00.38..,1517,08/27/14 04:00:38,13.161,3.6,,,,,,27/08/2014,40038
c..08.27.14....04.30.38..,1518,08/27/14 04:30:38,13.137,3.6,,,,,,27/08/2014,43038
c..08.27.14....05.00.38..,1519,08/27/14 05:00:38,12.896,3.6,,,,,,27/08/2014,50038
c..08.27.14....05.30.38..,1520,08/27/14 05:30:38,12.751,3.6,,,,,,27/08/2014,53038
c..08.27.14....06.00.38..,1521,08/27/14 06:00:38,12.92,3.6,,,,,,27/08/2014,60038
c..08.27.14....06.30.38..,1522,08/27/14 06:30:38,12.63,3.57,,,,,,27/08/2014,63038
c..08.27.14....07.00.38..,1523,08/27/14 07:00:38,12.727,3.57,,,,,,27/08/2014,70038
c..08.27.14....07.30.38..,1524,08/27/14 07:30:38,12.678,3.57,,,,,,27/08/2014,73038
c..08.27.14....08.00.38..,1525,08/27/14 08:00:38,12.992,3.6,,,,,,27/08/2014,80038
c..08.27.14....08.30.38..,1526,08/27/14 08:30:38,13.112,3.6,,,,,,27/08/2014,83038
c..08.27.14....09.00.38..,1527,08/27/14 09:00:38,13.185,3.6,,,,,,27/08/2014,90038
c..08.27.14....09.30.38..,1528,08/27/14 09:30:38,13.257,3.6,,,,,,27/08/2014,93038
c..08.27.14....10.00.38..,1529,08/27/14 10:00:38,13.353,3.6,,,,,,27/08/2014,100038
c..08.27.14....10.30.38..,1530,08/27/14 10:30:38,13.642,3.6,,,,,,27/08/2014,103038
c..08.27.14....11.00.38..,1531,08/27/14 11:00:38,13.834,3.6,,,,,,27/08/2014,110038
c..08.27.14....11.30.38..,1532,08/27/14 11:30:38,13.93,3.6,,,,,,27/08/2014,113038
c..08.27.14....12.00.38...1,1533,08/27/14 12:00:38,14.098,3.6,,,,,,27/08/2014,121238
c..08.27.14....12.30.38...1,1534,08/27/14 12:30:38,14.074,3.6,,,,,,27/08/2014,124238
c..08.27.14....01.00.38...1,1535,08/27/14 01:00:38,14.002,3.6,,,,,,27/08/2014,11238
c..08.27.14....01.30.38...1,1536,08/27/14 01:30:38,14.074,3.6,,,,,,27/08/2014,14238
c..08.27.14....02.00.38...1,1537,08/27/14 02:00:38,14.098,3.6,,,,,,27/08/2014,21238
c..08.27.14....02.30.38...1,1538,08/27/14 02:30:38,13.978,3.6,,,,,,27/08/2014,24238
c..08.27.14....03.00.38...1,1539,08/27/14 03:00:38,14.026,3.6,,,,,,27/08/2014,31238
c..08.27.14....03.30.38...1,1540,08/27/14 03:30:38,14.026,3.6,,,,,,27/08/2014,34238
c..08.27.14....04.00.38...1,1541,08/27/14 04:00:38,14.002,3.6,,,,,,27/08/2014,41238
c..08.27.14....04.30.38...1,1542,08/27/14 04:30:38,14.098,3.6,,,,,,27/08/2014,44238
c..08.27.14....05.00.38...1,1543,08/27/14 05:00:38,14.05,3.6,,,,,,27/08/2014,51238
c..08.27.14....05.30.38...1,1544,08/27/14 05:30:38,14.002,3.6,,,,,,27/08/2014,54238
c..08.27.14....06.00.38...1,1545,08/27/14 06:00:38,13.906,3.6,,,,,,27/08/2014,61238
c..08.27.14....06.30.38...1,1546,08/27/14 06:30:38,13.786,3.6,,,,,,27/08/2014,64238
c..08.27.14....07.00.38...1,1547,08/27/14 07:00:38,13.642,3.6,,,,,,27/08/2014,71238
c..08.27.14....07.30.38...1,1548,08/27/14 07:30:38,13.666,3.6,,,,,,27/08/2014,74238
c..08.27.14....08.00.38...1,1549,08/27/14 08:00:38,13.666,3.6,,,,,,27/08/2014,81238
c..08.27.14....08.30.38...1,1550,08/27/14 08:30:38,13.546,3.6,,,,,,27/08/2014,84238
c..08.27.14....09.00.38...1,1551,08/27/14 09:00:38,13.233,3.6,,,,,,27/08/2014,91238
c..08.27.14....09.30.38...1,1552,08/27/14 09:30:38,13.353,3.6,,,,,,27/08/2014,94238
c..08.27.14....10.00.38...1,1553,08/27/14 10:00:38,13.329,3.6,,,,,,27/08/2014,101238
c..08.27.14....10.30.38...1,1554,08/27/14 10:30:38,13.305,3.6,,,,,,27/08/2014,104238
c..08.27.14....11.00.38...1,1555,08/27/14 11:00:38,12.751,3.6,,,,,,27/08/2014,111238
c..08.27.14....11.30.38...1,1556,08/27/14 11:30:38,12.847,3.57,,,,,,27/08/2014,114238
c..08.28.14....12.00.38..,1557,08/28/14 12:00:38,12.847,3.57,,,,,,28/08/2014,120038
c..08.28.14....12.30.38..,1558,08/28/14 12:30:38,13.161,3.6,,,,,,28/08/2014,123038
c..08.28.14....01.00.38..,1559,08/28/14 01:00:38,12.606,3.57,,,,,,28/08/2014,10038
c..08.28.14....01.30.38..,1560,08/28/14 01:30:38,12.437,3.57,,,,,,28/08/2014,13038
c..08.28.14....02.00.38..,1561,08/28/14 02:00:38,12.316,3.57,,,,,,28/08/2014,20038
c..08.28.14....02.30.38..,1562,08/28/14 02:30:38,12.316,3.57,,,,,,28/08/2014,23038
c..08.28.14....03.00.38..,1563,08/28/14 03:00:38,12.34,3.57,,,,,,28/08/2014,30038
c..08.28.14....03.30.38..,1564,08/28/14 03:30:38,12.606,3.57,,,,,,28/08/2014,33038
c..08.28.14....04.00.38..,1565,08/28/14 04:00:38,12.509,3.57,,,,,,28/08/2014,40038
c..08.28.14....04.30.38..,1566,08/28/14 04:30:38,12.582,3.57,,,,,,28/08/2014,43038
c..08.28.14....05.00.38..,1567,08/28/14 05:00:38,12.364,3.57,,,,,,28/08/2014,50038
c..08.28.14....05.30.38..,1568,08/28/14 05:30:38,12.364,3.57,,,,,,28/08/2014,53038
c..08.28.14....06.00.38..,1569,08/28/14 06:00:38,12.823,3.57,,,,,,28/08/2014,60038
c..08.28.14....06.30.38..,1570,08/28/14 06:30:38,12.63,3.57,,,,,,28/08/2014,63038
c..08.28.14....07.00.38..,1571,08/28/14 07:00:38,12.34,3.57,,,,,,28/08/2014,70038
c..08.28.14....07.30.38..,1572,08/28/14 07:30:38,12.582,3.57,,,,,,28/08/2014,73038
c..08.28.14....08.00.38..,1573,08/28/14 08:00:38,12.703,3.57,,,,,,28/08/2014,80038
c..08.28.14....08.30.38..,1574,08/28/14 08:30:38,12.437,3.57,,,,,,28/08/2014,83038
c..08.28.14....09.00.38..,1575,08/28/14 09:00:38,12.871,3.6,,,,,,28/08/2014,90038
c..08.28.14....09.30.38..,1576,08/28/14 09:30:38,13.064,3.6,,,,,,28/08/2014,93038
c..08.28.14....10.00.38..,1577,08/28/14 10:00:38,13.209,3.6,,,,,,28/08/2014,100038
c..08.28.14....10.30.38..,1578,08/28/14 10:30:38,13.449,3.6,,,,,,28/08/2014,103038
c..08.28.14....11.00.38..,1579,08/28/14 11:00:38,13.594,3.6,,,,,,28/08/2014,110038
c..08.28.14....11.30.38..,1580,08/28/14 11:30:38,13.642,3.6,,,,,,28/08/2014,113038
c..08.28.14....12.00.38...1,1581,08/28/14 12:00:38,13.69,3.6,,,,,,28/08/2014,121238
c..08.28.14....12.30.38...1,1582,08/28/14 12:30:38,13.714,3.6,,,,,,28/08/2014,124238
c..08.28.14....01.00.38...1,1583,08/28/14 01:00:38,13.714,3.6,,,,,,28/08/2014,11238
c..08.28.14....01.30.38...1,1584,08/28/14 01:30:38,13.714,3.6,,,,,,28/08/2014,14238
c..08.28.14....02.00.38...1,1585,08/28/14 02:00:38,13.666,3.6,,,,,,28/08/2014,21238
c..08.28.14....02.30.38...1,1586,08/28/14 02:30:38,13.666,3.6,,,,,,28/08/2014,24238
c..08.28.14....03.00.38...1,1587,08/28/14 03:00:38,13.666,3.6,,,,,,28/08/2014,31238
c..08.28.14....03.30.38...1,1588,08/28/14 03:30:38,13.642,3.6,,,,,,28/08/2014,34238
c..08.28.14....04.00.38...1,1589,08/28/14 04:00:38,13.618,3.6,,,,,,28/08/2014,41238
c..08.28.14....04.30.38...1,1590,08/28/14 04:30:38,13.546,3.6,,,,,,28/08/2014,44238
c..08.28.14....05.00.38...1,1591,08/28/14 05:00:38,13.546,3.6,,,,,,28/08/2014,51238
c..08.28.14....05.30.38...1,1592,08/28/14 05:30:38,13.522,3.6,,,,,,28/08/2014,54238
c..08.28.14....06.00.38...1,1593,08/28/14 06:00:38,13.449,3.6,,,,,,28/08/2014,61238
c..08.28.14....06.30.38...1,1594,08/28/14 06:30:38,13.449,3.6,,,,,,28/08/2014,64238
c..08.28.14....07.00.38...1,1595,08/28/14 07:00:38,13.401,3.6,,,,,,28/08/2014,71238
c..08.28.14....07.30.38...1,1596,08/28/14 07:30:38,13.329,3.6,,,,,,28/08/2014,74238
c..08.28.14....08.00.38...1,1597,08/28/14 08:00:38,13.209,3.6,,,,,,28/08/2014,81238
c..08.28.14....08.30.38...1,1598,08/28/14 08:30:38,13.233,3.6,,,,,,28/08/2014,84238
c..08.28.14....09.00.38...1,1599,08/28/14 09:00:38,13.281,3.6,,,,,,28/08/2014,91238
c..08.28.14....09.30.38...1,1600,08/28/14 09:30:38,13.185,3.6,,,,,,28/08/2014,94238
c..08.28.14....10.00.38...1,1601,08/28/14 10:00:38,13.088,3.6,,,,,,28/08/2014,101238
c..08.28.14....10.30.38...1,1602,08/28/14 10:30:38,12.92,3.6,,,,,,28/08/2014,104238
c..08.28.14....11.00.38...1,1603,08/28/14 11:00:38,12.992,3.6,,,,,,28/08/2014,111238
c..08.28.14....11.30.38...1,1604,08/28/14 11:30:38,13.016,3.6,,,,,,28/08/2014,114238
c..08.29.14....12.00.38..,1605,08/29/14 12:00:38,12.92,3.6,,,,,,29/08/2014,120038
c..08.29.14....12.30.38..,1606,08/29/14 12:30:38,13.016,3.6,,,,,,29/08/2014,123038
c..08.29.14....01.00.38..,1607,08/29/14 01:00:38,13.137,3.6,,,,,,29/08/2014,10038
c..08.29.14....01.30.38..,1608,08/29/14 01:30:38,13.209,3.6,,,,,,29/08/2014,13038
c..08.29.14....02.00.38..,1609,08/29/14 02:00:38,13.233,3.6,,,,,,29/08/2014,20038
c..08.29.14....02.30.38..,1610,08/29/14 02:30:38,13.209,3.6,,,,,,29/08/2014,23038
c..08.29.14....03.00.38..,1611,08/29/14 03:00:38,13.233,3.6,,,,,,29/08/2014,30038
c..08.29.14....03.30.38..,1612,08/29/14 03:30:38,13.233,3.6,,,,,,29/08/2014,33038
c..08.29.14....04.00.38..,1613,08/29/14 04:00:38,13.016,3.6,,,,,,29/08/2014,40038
c..08.29.14....04.30.38..,1614,08/29/14 04:30:38,13.112,3.6,,,,,,29/08/2014,43038
c..08.29.14....05.00.38..,1615,08/29/14 05:00:38,13.112,3.6,,,,,,29/08/2014,50038
c..08.29.14....05.30.38..,1616,08/29/14 05:30:38,13.137,3.6,,,,,,29/08/2014,53038
c..08.29.14....06.00.38..,1617,08/29/14 06:00:38,12.92,3.57,,,,,,29/08/2014,60038
c..08.29.14....06.30.38..,1618,08/29/14 06:30:38,12.751,3.6,,,,,,29/08/2014,63038
c..08.29.14....07.00.38..,1619,08/29/14 07:00:38,12.944,3.6,,,,,,29/08/2014,70038
c..08.29.14....07.30.38..,1620,08/29/14 07:30:38,12.944,3.6,,,,,,29/08/2014,73038
c..08.29.14....08.00.38..,1621,08/29/14 08:00:38,12.92,3.6,,,,,,29/08/2014,80038
c..08.29.14....08.30.38..,1622,08/29/14 08:30:38,12.92,3.6,,,,,,29/08/2014,83038
c..08.29.14....09.00.38..,1623,08/29/14 09:00:38,13.04,3.6,,,,,,29/08/2014,90038
c..08.29.14....09.30.38..,1624,08/29/14 09:30:38,13.185,3.6,,,,,,29/08/2014,93038
c..08.29.14....10.00.38..,1625,08/29/14 10:00:38,13.305,3.6,,,,,,29/08/2014,100038
c..08.29.14....10.30.38..,1626,08/29/14 10:30:38,13.449,3.6,,,,,,29/08/2014,103038
c..08.29.14....11.00.38..,1627,08/29/14 11:00:38,13.522,3.6,,,,,,29/08/2014,110038
c..08.29.14....11.30.38..,1628,08/29/14 11:30:38,13.594,3.6,,,,,,29/08/2014,113038
c..08.29.14....12.00.38...1,1629,08/29/14 12:00:38,13.69,3.6,,,,,,29/08/2014,121238
c..08.29.14....12.30.38...1,1630,08/29/14 12:30:38,13.666,3.6,,,,,,29/08/2014,124238
c..08.29.14....01.00.38...1,1631,08/29/14 01:00:38,13.666,3.6,,,,,,29/08/2014,11238
c..08.29.14....01.30.38...1,1632,08/29/14 01:30:38,13.69,3.6,,,,,,29/08/2014,14238
c..08.29.14....02.00.38...1,1633,08/29/14 02:00:38,13.594,3.6,,,,,,29/08/2014,21238
c..08.29.14....02.30.38...1,1634,08/29/14 02:30:38,13.618,3.6,,,,,,29/08/2014,24238
c..08.29.14....03.00.38...1,1635,08/29/14 03:00:38,13.666,3.6,,,,,,29/08/2014,31238
c..08.29.14....03.30.38...1,1636,08/29/14 03:30:38,13.642,3.6,,,,,,29/08/2014,34238
c..08.29.14....04.00.38...1,1637,08/29/14 04:00:38,13.618,3.6,,,,,,29/08/2014,41238
c..08.29.14....04.30.38...1,1638,08/29/14 04:30:38,13.546,3.6,,,,,,29/08/2014,44238
c..08.29.14....05.00.38...1,1639,08/29/14 05:00:38,13.618,3.6,,,,,,29/08/2014,51238
c..08.29.14....05.30.38...1,1640,08/29/14 05:30:38,13.522,3.6,,,,,,29/08/2014,54238
c..08.29.14....06.00.38...1,1641,08/29/14 06:00:38,13.522,3.6,,,,,,29/08/2014,61238
c..08.29.14....06.30.38...1,1642,08/29/14 06:30:38,13.57,3.6,,,,,,29/08/2014,64238
c..08.29.14....07.00.38...1,1643,08/29/14 07:00:38,13.497,3.6,,,,,,29/08/2014,71238
c..08.29.14....07.30.38...1,1644,08/29/14 07:30:38,13.449,3.6,,,,,,29/08/2014,74238
c..08.29.14....08.00.38...1,1645,08/29/14 08:00:38,13.257,3.6,,,,,,29/08/2014,81238
c..08.29.14....08.30.38...1,1646,08/29/14 08:30:38,13.353,3.6,,,,,,29/08/2014,84238
c..08.29.14....09.00.38...1,1647,08/29/14 09:00:38,13.377,3.6,,,,,,29/08/2014,91238
c..08.29.14....09.30.38...1,1648,08/29/14 09:30:38,13.329,3.6,,,,,,29/08/2014,94238
c..08.29.14....10.00.38...1,1649,08/29/14 10:00:38,13.209,3.6,,,,,,29/08/2014,101238
c..08.29.14....10.30.38...1,1650,08/29/14 10:30:38,13.209,3.6,,,,,,29/08/2014,104238
c..08.29.14....11.00.38...1,1651,08/29/14 11:00:38,13.112,3.6,,,,,,29/08/2014,111238
c..08.29.14....11.30.38...1,1652,08/29/14 11:30:38,13.04,3.6,,,,,,29/08/2014,114238
c..08.30.14....12.00.38..,1653,08/30/14 12:00:38,12.968,3.6,,,,,,30/08/2014,120038
c..08.30.14....12.30.38..,1654,08/30/14 12:30:38,12.944,3.6,,,,,,30/08/2014,123038
c..08.30.14....01.00.38..,1655,08/30/14 01:00:38,12.968,3.6,,,,,,30/08/2014,10038
c..08.30.14....01.30.38..,1656,08/30/14 01:30:38,13.04,3.6,,,,,,30/08/2014,13038
c..08.30.14....02.00.38..,1657,08/30/14 02:00:38,12.992,3.6,,,,,,30/08/2014,20038
c..08.30.14....02.30.38..,1658,08/30/14 02:30:38,12.896,3.6,,,,,,30/08/2014,23038
c..08.30.14....03.00.38..,1659,08/30/14 03:00:38,12.896,3.6,,,,,,30/08/2014,30038
c..08.30.14....03.30.38..,1660,08/30/14 03:30:38,12.944,3.6,,,,,,30/08/2014,33038
c..08.30.14....04.00.38..,1661,08/30/14 04:00:38,12.871,3.6,,,,,,30/08/2014,40038
c..08.30.14....04.30.38..,1662,08/30/14 04:30:38,12.823,3.6,,,,,,30/08/2014,43038
c..08.30.14....05.00.38..,1663,08/30/14 05:00:38,12.823,3.6,,,,,,30/08/2014,50038
c..08.30.14....05.30.38..,1664,08/30/14 05:30:38,12.751,3.57,,,,,,30/08/2014,53038
c..08.30.14....06.00.38..,1665,08/30/14 06:00:38,12.871,3.6,,,,,,30/08/2014,60038
c..08.30.14....06.30.38..,1666,08/30/14 06:30:38,13.064,3.6,,,,,,30/08/2014,63038
c..08.30.14....07.00.38..,1667,08/30/14 07:00:38,13.064,3.6,,,,,,30/08/2014,70038
c..08.30.14....07.30.38..,1668,08/30/14 07:30:38,13.088,3.6,,,,,,30/08/2014,73038
c..08.30.14....08.00.38..,1669,08/30/14 08:00:38,13.088,3.6,,,,,,30/08/2014,80038
c..08.30.14....08.30.38..,1670,08/30/14 08:30:38,13.112,3.6,,,,,,30/08/2014,83038
c..08.30.14....09.00.38..,1671,08/30/14 09:00:38,13.137,3.6,,,,,,30/08/2014,90038
c..08.30.14....09.30.38..,1672,08/30/14 09:30:38,13.281,3.6,,,,,,30/08/2014,93038
c..08.30.14....10.00.38..,1673,08/30/14 10:00:38,13.449,3.6,,,,,,30/08/2014,100038
c..08.30.14....10.30.38..,1674,08/30/14 10:30:38,13.377,3.6,,,,,,30/08/2014,103038
c..08.30.14....11.00.38..,1675,08/30/14 11:00:38,13.377,3.6,,,,,,30/08/2014,110038
c..08.30.14....11.30.38..,1676,08/30/14 11:30:38,13.473,3.6,,,,,,30/08/2014,113038
c..08.30.14....12.00.38...1,1677,08/30/14 12:00:38,13.522,3.6,,,,,,30/08/2014,121238
c..08.30.14....12.30.38...1,1678,08/30/14 12:30:38,13.522,3.57,,,,,,30/08/2014,124238
c..08.30.14....01.00.38...1,1679,08/30/14 01:00:38,13.497,3.6,,,,,,30/08/2014,11238
c..08.30.14....01.30.38...1,1680,08/30/14 01:30:38,13.522,3.6,,,,,,30/08/2014,14238
c..08.30.14....02.00.38...1,1681,08/30/14 02:00:38,13.57,3.6,,,,,,30/08/2014,21238
c..08.30.14....02.30.38...1,1682,08/30/14 02:30:38,13.594,3.6,,,,,,30/08/2014,24238
c..08.30.14....03.00.38...1,1683,08/30/14 03:00:38,13.666,3.6,,,,,,30/08/2014,31238
c..08.30.14....03.30.38...1,1684,08/30/14 03:30:38,13.714,3.6,,,,,,30/08/2014,34238
c..08.30.14....04.00.38...1,1685,08/30/14 04:00:38,13.762,3.6,,,,,,30/08/2014,41238
c..08.30.14....04.30.38...1,1686,08/30/14 04:30:38,13.666,3.6,,,,,,30/08/2014,44238
c..08.30.14....05.00.38...1,1687,08/30/14 05:00:38,13.666,3.6,,,,,,30/08/2014,51238
c..08.30.14....05.30.38...1,1688,08/30/14 05:30:38,13.642,3.6,,,,,,30/08/2014,54238
c..08.30.14....06.00.38...1,1689,08/30/14 06:00:38,13.618,3.6,,,,,,30/08/2014,61238
c..08.30.14....06.30.38...1,1690,08/30/14 06:30:38,13.594,3.6,,,,,,30/08/2014,64238
c..08.30.14....07.00.38...1,1691,08/30/14 07:00:38,13.546,3.6,,,,,,30/08/2014,71238
c..08.30.14....07.30.38...1,1692,08/30/14 07:30:38,13.449,3.6,,,,,,30/08/2014,74238
c..08.30.14....08.00.38...1,1693,08/30/14 08:00:38,13.401,3.6,,,,,,30/08/2014,81238
c..08.30.14....08.30.38...1,1694,08/30/14 08:30:38,13.281,3.6,,,,,,30/08/2014,84238
c..08.30.14....09.00.38...1,1695,08/30/14 09:00:38,13.257,3.6,,,,,,30/08/2014,91238
c..08.30.14....09.30.38...1,1696,08/30/14 09:30:38,13.257,3.6,,,,,,30/08/2014,94238
c..08.30.14....10.00.38...1,1697,08/30/14 10:00:38,13.233,3.6,,,,,,30/08/2014,101238
c..08.30.14....10.30.38...1,1698,08/30/14 10:30:38,13.161,3.6,,,,,,30/08/2014,104238
c..08.30.14....11.00.38...1,1699,08/30/14 11:00:38,13.137,3.6,,,,,,30/08/2014,111238
