"","Date","Max","Min"
"1","07/08/2016",17.938,16.225
"2","08/08/2016",18.604,16.225
"3","09/08/2016",17.701,16.511
"4","10/08/2016",17.225,16.034
"5","11/08/2016",17.058,15.461
"6","12/08/2016",18.509,14.984
"7","13/08/2016",18.533,15.557
"8","14/08/2016",18.343,16.153
"9","15/08/2016",18.414,16.129
"10","16/08/2016",18.081,16.106
"11","17/08/2016",17.558,16.344
"12","18/08/2016",17.677,16.511
"13","19/08/2016",17.724,15.509
"14","20/08/2016",17.653,16.558
"15","21/08/2016",17.391,15.915
"16","22/08/2016",18.129,15.7
"17","23/08/2016",20.293,16.058
"18","24/08/2016",18.58,17.177
"19","25/08/2016",18.414,16.796
"20","26/08/2016",18.652,16.844
"21","27/08/2016",18.557,16.701
"22","28/08/2016",18.58,16.677
"23","29/08/2016",18.628,17.368
"24","30/08/2016",17.962,16.82
"25","31/08/2016",18.057,16.201
"26","01/09/2016",18.509,16.32
"27","02/09/2016",19.294,16.582
"28","03/09/2016",18.366,16.844
"29","04/09/2016",18.438,17.082
"30","05/09/2016",19.056,17.344
"31","06/09/2016",19.841,17.034
"32","07/09/2016",18.675,16.82
"33","08/09/2016",18.081,17.011
"34","09/09/2016",17.819,16.773
"35","10/09/2016",18.295,16.415
"36","11/09/2016",17.986,16.272
"37","12/09/2016",18.01,16.296
"38","13/09/2016",17.415,16.034
"39","14/09/2016",16.487,15.414
"40","15/09/2016",15.867,13.449
"41","16/09/2016",15.247,13.305
"42","17/09/2016",14.385,13.57
"43","18/09/2016",13.618,12.847
"44","19/09/2016",13.233,12.509
"45","20/09/2016",13.137,12.268
"46","21/09/2016",13.738,12.05
"47","22/09/2016",13.401,12.098
"48","23/09/2016",13.257,12.437
"49","24/09/2016",13.401,11.977
"50","25/09/2016",13.016,11.686
"51","26/09/2016",13.281,11.759
"52","27/09/2016",13.618,12.122
"53","28/09/2016",13.401,12.074
"54","29/09/2016",13.185,11.346
"55","30/09/2016",13.161,11.662
"56","01/10/2016",13.064,11.54
"57","02/10/2016",13.016,11.613
"58","03/10/2016",13.161,11.297
"59","04/10/2016",13.473,11.467
"60","05/10/2016",13.209,12.243
"61","06/10/2016",13.546,11.613
"62","07/10/2016",13.137,11.273
"63","08/10/2016",13.161,11.832
"64","09/10/2016",12.751,11.71
"65","10/10/2016",12.195,10.736
"66","11/10/2016",12.122,10.369
"67","12/10/2016",10.785,9.756
"68","13/10/2016",10.761,10.222
"69","14/10/2016",10.687,9.682
"70","15/10/2016",10.81,9.657
"71","16/10/2016",10.198,9.139
"72","17/10/2016",10.026,9.188
"73","18/10/2016",10.492,9.608
"74","19/10/2016",10.516,9.238
"75","20/10/2016",10.296,9.064
"76","21/10/2016",10.1,8.767
"77","22/10/2016",9.139,8.469
"78","23/10/2016",9.064,8.618
"79","24/10/2016",8.817,8.245
"80","25/10/2016",9.213,8.295
"81","26/10/2016",9.805,8.543
"82","27/10/2016",9.534,8.543
"83","28/10/2016",10.173,8.195
"84","29/10/2016",9.756,7.945
"85","30/10/2016",10.026,8.494
"86","31/10/2016",9.336,7.619
"87","01/11/2016",9.213,7.72
"88","02/11/2016",9.238,8.195
"89","03/11/2016",9.238,8.02
"90","04/11/2016",8.22,7.745
"91","05/11/2016",8.02,7.695
"92","06/11/2016",7.995,7.343
"93","07/11/2016",7.92,7.066
"94","08/11/2016",7.217,6.484
"95","09/11/2016",6.636,5.668
"96","10/11/2016",6.433,5.924
"97","11/11/2016",6.306,5.924
"98","12/11/2016",6.306,5.872
"99","13/11/2016",6.535,5.898
"100","14/11/2016",6.026,5.591
"101","15/11/2016",5.924,5.179
"102","16/11/2016",6.179,5.36
"103","17/11/2016",6.281,5.179
"104","18/11/2016",5.719,5.154
"105","19/11/2016",5.745,4.818
"106","20/11/2016",5.154,4.74
"107","21/11/2016",4.895,4.558
"108","22/11/2016",4.844,3.958
"109","23/11/2016",4.402,3.301
"110","24/11/2016",4.74,3.591
"111","25/11/2016",4.22,3.009
"112","26/11/2016",3.906,2.717
"113","27/11/2016",3.696,2.903
"114","28/11/2016",3.67,2.557
"115","29/11/2016",3.88,1.751
"116","30/11/2016",3.195,1.832
"117","01/12/2016",4.272,2.074
"118","02/12/2016",4.402,2.047
"119","03/12/2016",4.324,2.423
"120","04/12/2016",3.538,1.724
"121","05/12/2016",4.168,2.956
"122","06/12/2016",4.376,2.744
"123","07/12/2016",4.324,2.903
"124","08/12/2016",4.402,2.664
"125","09/12/2016",4.506,2.797
"126","10/12/2016",4.506,2.823
"127","11/12/2016",4.272,2.101
"128","12/12/2016",4.063,2.209
"129","13/12/2016",3.67,2.956
"130","14/12/2016",4.324,2.85
"131","15/12/2016",4.298,2.316
"132","16/12/2016",4.298,1.724
"133","17/12/2016",4.22,2.956
"134","18/12/2016",4.324,2.423
"135","19/12/2016",3.433,2.423
"136","20/12/2016",3.116,1.967
"137","21/12/2016",3.564,2.45
"138","22/12/2016",3.116,1.886
"139","23/12/2016",3.617,1.751
"140","24/12/2016",3.512,1.615
"141","25/12/2016",4.037,2.316
"142","26/12/2016",4.506,2.61
"143","27/12/2016",4.35,2.77
"144","28/12/2016",4.141,2.557
"145","29/12/2016",4.063,2.903
"146","30/12/2016",4.272,3.036
"147","31/12/2016",4.35,2.423
"148","01/01/2016",3.089,2.477
"149","02/01/2016",3.063,1.778
"150","03/01/2016",2.664,1.507
"151","04/01/2016",2.343,0.962
"152","05/01/2016",1.778,0.962
"153","06/01/2016",1.697,1.017
"154","07/01/2016",1.18,0.687
"155","08/01/2016",1.071,0.577
"156","09/01/2016",1.615,0.742
"157","10/01/2016",1.994,1.071
"158","11/01/2016",2.128,1.859
"159","12/01/2016",1.94,0.907
"160","13/01/2016",2.182,1.017
"161","14/01/2016",1.967,0.852
"162","15/01/2016",1.208,0.55
"163","16/01/2016",0.962,0.273
"164","17/01/2016",0.962,0.356
"165","18/01/2016",0.605,0.329
"166","19/01/2016",0.412,0.273
"167","20/01/2016",0.412,0.356
"168","21/01/2016",0.412,0.384
"169","22/01/2016",0.384,0.301
"170","23/01/2016",0.687,0.329
"171","24/01/2016",1.017,0.467
"172","25/01/2016",1.208,0.522
"173","26/01/2016",1.453,0.66
"174","27/01/2016",1.289,0.742
"175","28/01/2016",1.344,0.742
"176","29/01/2016",1.317,0.934
"177","30/01/2016",1.724,0.962
"178","31/01/2016",1.18,0.246
"179","01/02/2016",2.503,0.522
"180","02/02/2016",2.61,1.643
"181","03/02/2016",1.913,0.715
"182","04/02/2016",1.48,0.687
"183","05/02/2016",1.344,1.017
"184","06/02/2016",1.044,0.19
"185","07/02/2016",0.467,0.19
"186","08/02/2016",0.577,0.467
"187","09/02/2016",0.55,0.19
"188","10/02/2016",0.412,0.273
"189","11/02/2016",0.412,0.246
"190","12/02/2016",0.356,0.218
"191","13/02/2016",0.439,0.107
"192","14/02/2016",0.301,0.163
"193","15/02/2016",0.301,0.107
"194","16/02/2016",0.19,0.079
"195","17/02/2016",0.329,0.19
