"","Date","Max","Min"
"1","01/01/2012",0.77,0.55
"2","02/01/2012",0.715,0.356
"3","03/01/2012",0.605,0.522
"4","04/01/2012",0.522,0.246
"5","05/01/2012",0.439,0.135
"6","06/01/2012",0.687,0.135
"7","07/01/2012",0.962,0.218
"8","08/01/2012",0.962,0.522
"9","09/01/2012",1.017,0.495
"10","10/01/2012",1.099,0.742
"11","11/01/2012",1.099,0.77
"12","12/01/2012",1.071,0.77
"13","13/01/2012",1.044,0.742
"14","14/01/2012",0.962,0.66
"15","15/01/2012",0.88,0.577
"16","16/01/2012",0.88,0.495
"17","17/01/2012",0.825,0.412
"18","18/01/2012",0.797,0.412
"19","19/01/2012",0.88,0.412
"20","20/01/2012",0.66,0.412
"21","21/01/2012",0.797,0.412
"22","22/01/2012",0.989,0.467
"23","23/01/2012",1.044,0.522
"24","24/01/2012",1.071,0.495
"25","25/01/2012",1.099,0.55
"26","26/01/2012",1.18,0.605
"27","27/01/2012",0.715,0.632
"28","28/01/2012",0.632,0.412
"29","29/01/2012",0.412,0.246
"30","30/01/2012",0.384,0.273
"31","31/01/2012",0.412,0.246
"32","01/02/2012",0.356,0.218
"33","02/02/2012",0.273,0.163
"34","03/02/2012",0.19,0.107
"35","04/02/2012",0.246,0.107
"36","05/02/2012",0.135,0.079
"37","06/02/2012",0.107,0.079
"38","07/02/2012",0.135,0.051
"39","08/02/2012",0.163,0.051
"40","09/02/2012",0.19,0.079
"41","10/02/2012",0.107,0.079
"42","11/02/2012",0.163,0.079
"43","12/02/2012",0.135,0.051
"44","13/02/2012",0.107,0.051
"45","14/02/2012",0.079,0.051
"46","15/02/2012",0.079,0.051
"47","16/02/2012",0.107,0.079
"48","17/02/2012",0.107,0.051
"49","18/02/2012",0.107,0.107
"50","19/02/2012",0.135,0.079
"51","20/02/2012",0.107,0.079
"52","21/02/2012",0.107,0.079
"53","22/02/2012",0.107,0.079
"54","23/02/2012",0.107,0.079
"55","24/02/2012",0.107,0.107
"56","25/02/2012",0.107,0.107
"57","26/02/2012",0.163,0.107
"58","27/02/2012",0.163,0.107
"59","28/02/2012",0.163,0.107
"60","29/02/2012",0.19,0.107
"61","01/03/2012",0.218,0.107
"62","02/03/2012",0.301,0.19
"63","03/03/2012",0.329,0.19
"64","04/03/2012",0.218,0.107
"65","05/03/2012",0.163,0.079
"66","06/03/2012",0.135,0.079
"67","07/03/2012",0.163,0.079
"68","08/03/2012",0.135,0.079
"69","09/03/2012",0.107,0.051
"70","10/03/2012",0.135,0.051
"71","11/03/2012",0.135,0.079
"72","12/03/2012",0.218,0.107
"73","13/03/2012",0.273,0.135
"74","14/03/2012",0.329,0.163
"75","15/03/2012",0.66,0.273
"76","16/03/2012",0.934,0.356
"77","17/03/2012",0.687,0.273
"78","18/03/2012",0.412,0.19
"79","19/03/2012",0.19,0.135
"80","20/03/2012",0.218,0.135
"81","21/03/2012",0.163,0.107
"82","22/03/2012",0.19,0.107
"83","23/03/2012",0.273,0.19
"84","24/03/2012",0.384,0.218
"85","25/03/2012",0.522,0.19
"86","26/03/2012",0.742,0.218
"87","27/03/2012",1.153,0.246
"88","28/03/2012",1.425,0.246
"89","29/03/2012",1.425,0.301
"90","30/03/2012",1.67,0.301
"91","31/03/2012",2.182,0.301
"92","01/04/2012",2.903,0.605
"93","02/04/2012",2.744,0.66
"94","03/04/2012",1.317,0.715
"95","04/04/2012",1.561,0.577
"96","05/04/2012",1.208,0.577
"97","06/04/2012",1.262,0.495
"98","07/04/2012",1.371,0.356
"99","08/04/2012",0.412,0.135
"100","09/04/2012",0.852,0.163
