#,Date_Time,Temp,"Batt, V (LGR S/N: 9940665, SEN S/N: 9940665)",Coupler Detached (LGR S/N: 9940665),Coupler Attached (LGR S/N: 9940665),Host Connected (LGR S/N: 9940665),Stopped (LGR S/N: 9940665),End Of File (LGR S/N: 9940665)
114,07/30/14 10:38 ,17.534,3.57,,,,,
115,07/30/14 11:08 ,17.439,3.57,,,,,
116,07/30/14 11:38 ,17.368,3.57,,,,,
117,07/31/14 12:08 ,17.296,3.57,,,,,
118,07/31/14 12:38 ,17.225,3.57,,,,,
119,07/31/14 01:08 ,17.13,3.57,,,,,
120,07/31/14 01:38 ,17.106,3.57,,,,,
121,07/31/14 02:08 ,17.011,3.57,,,,,
122,07/31/14 02:38 ,16.987,3.57,,,,,
123,07/31/14 03:08 ,16.892,3.57,,,,,
124,07/31/14 03:38 ,16.844,3.57,,,,,
125,07/31/14 04:08 ,16.749,3.57,,,,,
126,07/31/14 04:38 ,16.701,3.57,,,,,
127,07/31/14 05:08 ,16.582,3.57,,,,,
128,07/31/14 05:38 ,16.463,3.57,,,,,
129,07/31/14 06:08 ,16.463,3.57,,,,,
130,07/31/14 06:38 ,16.487,3.57,,,,,
131,07/31/14 07:08 ,16.463,3.57,,,,,
132,07/31/14 07:38 ,16.415,3.57,,,,,
133,07/31/14 08:08 ,16.392,3.57,,,,,
134,07/31/14 08:38 ,16.344,3.57,,,,,
135,07/31/14 09:08 ,16.32,3.57,,,,,
136,07/31/14 09:38 ,16.32,3.57,,,,,
137,07/31/14 10:08 ,16.32,3.57,,,,,
138,07/31/14 10:38 ,16.463,3.57,,,,,
139,07/31/14 11:08 ,16.534,3.57,,,,,
140,07/31/14 11:38 ,16.606,3.57,,,,,
141,07/31/14 12:08 ,16.677,3.57,,,,,
142,07/31/14 12:38 ,16.725,3.57,,,,,
143,07/31/14 01:08 ,16.915,3.57,,,,,
144,07/31/14 01:38 ,17.034,3.57,,,,,
145,07/31/14 02:08 ,17.106,3.57,,,,,
